SNR,Throught
-4, 0
-3.75, 0
-3.5, 0
-3.25, 0.00183333
-3, 0.0128333
-2.75, 0.0971667
-2.5, 0.165
-2.25, 0.278667
-2, 0.353833
-1.75, 0.361167
-1.5, 0.366667
-1.25, 0.366667
-1, 0.366667
-0.75, 0.366667
-0.5, 0.366667
-0.25, 0.369437
0, 0.37225
0.25, 0.401826
0.5, 0.449898
0.75, 0.54321
1, 0.632184
1.25, 0.682171
1.5, 0.711974
1.75, 0.726073
2, 0.733333
2.25, 0.733333
2.5, 0.733333
2.75, 0.733333
3, 0.733333
3.25, 0.733333
3.5, 0.733333
3.75, 0.733333
4, 0.733333
