SNR, Throughput
-4, 0.002
-3.75, 0.0103333
-3.5, 0.0383333
-3.25, 0.0943565
-3, 0.17238
-2.75, 0.24483
-2.5, 0.308711
-2.25, 0.337297
-2, 0.35533
-1.75, 0.37037
-2, 0.358776
-1.75, 0.369328
-1.5, 0.37538
-1.25, 0.378777
-1, 0.379729
-0.75, 0.379888
-0.5, 0.379888
-0.25, 0.379888
0, 0.379888
0.25, 0.379888
0.5, 0.379888
0.75, 0.379888
1, 0.379888
1.25, 0.379888
1.5, 0.379888
1.75, 0.379888
2, 0.379888
2.25, 0.379888
2.5, 0.379888
