SNR,Throught
-4.5, 0.0334762
-4, 0.171143
-3.5, 0.350571
-3, 0.373905
-2.5, 0.374762
-2, 0.375714
-1.5, 0.375905
-1, 0.37581
-0.5, 0.37619
0, 0.379798
0.5, 0.444218
1, 0.656803
1.5, 0.712529
2, 0.733333
2.5, 0.733333
3, 0.733333
3.5, 0.733333
4, 0.733333
