Extra_VNs,Payload_VNs
2,3
5,4
6,7
7,13
12,24
14,25
17,27
18,29
20,30
24,31
25,39
27,40
30,42
32,47
33,48
36,49
38,51
39,63
42,65
43,69
44,70
46,71
47,79
49,86
50,88
52,92
53,94
54,102
56,104
59,105
60,107
62,109
66,114
67,120
74,124
77,128
80,130
81,140
83,141
84,142
86,144
87,146
88,150
90,152
91,155
92,157
93,160
94,165
