SNR, Throughput
-4, 0.002
-3.75, 0.0103333
-3.5, 0.0383333
-3.25, 0.0943333
-3, 0.172
-2.75, 0.243179
-2.5, 0.302278
-2.25, 0.325263
-2, 0.339249
-1.75, 0.357166
-2, 0.34297
-1.75, 0.357932
-1.5, 0.372195
-1.25, 0.390132
-1, 0.402426
-0.75, 0.406942
-0.5, 0.408041
-0.25, 0.408316
0, 0.408408
0.25, 0.408408
0.5, 0.408408
0.75, 0.408408
1, 0.408408
1.25, 0.408408
1.5, 0.408408
1.75, 0.408408
2, 0.408408
2.25, 0.408408
2.5, 0.408408
