Extra_VNs,Payload_VNs
3,651
7,310
8,142
9,465
13,357
14,782
17,777
18,669
19,139
23,28
24,582
25,311
26,922
29,962
33,275
34,814
38,880
40,616
44,874
46,938
49,562
51,744
52,606
57,25
58,474
59,670
60,522
62,381
63,939
65,844
66,852
68,387
69,613
71,853
73,921
74,663
75,181
78,656
80,60
83,392
84,648
86,900
87,776
88,446
92,691
94,376
95,913
96,965
