Extra_VNs,Payload_VNs
1,583
2,673
4,31
5,361
6,821
10,508
11,397
12,365
15,123
16,287
20,269
21,325
22,166
27,317
28,85
30,748
31,56
32,823
35,497
36,101
37,499
39,626
41,576
42,534
43,674
45,883
47,63
48,297
50,57
53,196
54,698
55,702
56,870
61,579
64,86
67,909
70,793
72,279
76,526
77,978
79,699
81,831
82,438
85,471
89,573
90,271
91,731
93,491
