SNR,Throught
-2, 0.00463393
-1.75, 0.024573
-1.5, 0.106004
-1.25, 0.241535
-1, 0.396161
-0.75, 0.490481
-0.5, 0.543735
-0.25, 0.564322
0, 0.571079
0.25, 0.575476
0.5, 0.576553
0.75, 0.578682
1, 0.579831
1.25, 0.58031
1.5, 0.580271
1.75, 0.580866
2, 0.580866
2.25, 0.580866
2.5, 0.580866
