SNR, Throughput
-5, 0.0746039
-4.75, 0.129923
-4.5, 0.216193
-4.25, 0.279935
-4, 0.329255
-3.75, 0.348209
-3.5, 0.35268
-3.25, 0.355769
-3, 0.355963
-2.75, 0.355987
-2.5, 0.355987
-2.25, 0.355987
-2, 0.355987
-1.75, 0.355987
-1.5, 0.355987
-1.25, 0.355987
-1, 0.355987
-0.75, 0.355987
-0.5, 0.355987
-0.25, 0.355987
0, 0.355987
0.5, 0.355987
1, 0.355987
1.5, 0.355987
2, 0.355987
2.5, 0.355987
