SNR, Throughput
-5, 0.0746039
-4.5, 0.216193
-4, 0.329255
-3.5, 0.35268
-3, 0.355963
-2.5, 0.355987
-2, 0.355987
-1.5, 0.355987
-1, 0.355987
-0.5, 0.355987
0, 0.355987
0.5, 0.355987
1, 0.355987
1.5, 0.355987
2, 0.355987
2.5, 0.355987
