Eb_over_N0, frame_error_rate, BER_it_0, BER_it_1, BER_it_2, BER_it_3, BER_it_4, BER_it_5, BER_it_6, BER_it_7, BER_it_8, BER_it_9, BER_it_10, BER_it_11, BER_it_12, BER_it_13, BER_it_14, BER_it_15, BER_it_16, BER_it_17, BER_it_18, BER_it_19, 
0, 0.877193, 0.146153, 0.141539, 0.137884, 0.135188, 0.133269, 0.132767, 0.132584, 0.132493, 0.132173, 0.131533, 0.131168, 0.131168, 0.131488, 0.131351, 0.131213, 0.131305, 0.131031, 0.131031, 0.130437, 0.130437, 
1, 0.598802, 0.102108, 0.0893214, 0.0826472, 0.0780314, 0.0758171, 0.073135, 0.0727607, 0.071638, 0.0705464, 0.0702657, 0.0703593, 0.069642, 0.070484, 0.0705152, 0.0706712, 0.0700474, 0.0691118, 0.0683945, 0.0674588, 0.0671158, 
2, 0.220022, 0.0673474, 0.0514072, 0.0411854, 0.03549, 0.0321782, 0.0294394, 0.0278007, 0.0269642, 0.0263224, 0.0256463, 0.0252796, 0.0251077, 0.0243743, 0.0238701, 0.0237211, 0.0229763, 0.0228731, 0.02277, 0.0225637, 0.0222887, 
3, 0.0517464, 0.0400469, 0.0220623, 0.0138637, 0.0102334, 0.00883732, 0.00800453, 0.00759217, 0.00731188, 0.00683215, 0.00636589, 0.00600474, 0.00572984, 0.00550614, 0.00539834, 0.00523394, 0.00522855, 0.00509649, 0.00506953, 0.00493208, 0.00494017, 
4, 0.00524356, 0.018235, 0.00588808, 0.00249943, 0.00149824, 0.00111672, 0.000972244, 0.000912162, 0.000841155, 0.000739834, 0.000664185, 0.0006224, 0.000566414, 0.000530638, 0.000517529, 0.00052818, 0.000522172, 0.000527087, 0.000507151, 0.000470009, 0.000436417, 
5, 0.000322845, 0.0064129, 0.000981651, 0.000263506, 0.000122412, 8.12662e-05, 6.79656e-05, 6.61833e-05, 5.8852e-05, 4.71825e-05, 3.89264e-05, 3.36801e-05, 3.19146e-05, 3.0603e-05, 2.9157e-05, 2.88543e-05, 2.86357e-05, 2.76772e-05, 2.66347e-05, 2.57267e-05, 2.37258e-05, 
6, 1.57653e-05, 0.00155392, 8.80558e-05, 1.3761e-05, 4.72959e-06, 2.95025e-06, 2.71295e-06, 3.01265e-06, 2.69735e-06, 2.2055e-06, 1.76949e-06, 1.46486e-06, 1.29243e-06, 1.19061e-06, 1.20457e-06, 1.25958e-06, 1.36633e-06, 1.32856e-06, 1.17172e-06, 1.07401e-06, 9.2457e-07, 
