Eb_over_N0, frame_error_rate, BER_it_0, BER_it_1, BER_it_2, BER_it_3, BER_it_4, BER_it_5, BER_it_6, BER_it_7, BER_it_8, BER_it_9, BER_it_10, BER_it_11, BER_it_12, BER_it_13, BER_it_14, BER_it_15, BER_it_16, BER_it_17, BER_it_18, BER_it_19, 
0, 0.862069, 0.151715, 0.14965, 0.147629, 0.144127, 0.144756, 0.143454, 0.144307, 0.142421, 0.143184, 0.139907, 0.14067, 0.140311, 0.139413, 0.140805, 0.138425, 0.139458, 0.139952, 0.139862, 0.138605, 0.13856, 
1, 0.573066, 0.104256, 0.0947648, 0.0897206, 0.0843183, 0.0795427, 0.0787667, 0.0766177, 0.0753044, 0.0754835, 0.0752746, 0.0760506, 0.0762596, 0.0766177, 0.0753641, 0.0740509, 0.0735733, 0.0741106, 0.0734539, 0.0733942, 0.0725287, 
2, 0.220507, 0.069276, 0.0541621, 0.0446642, 0.0386921, 0.0357865, 0.0329268, 0.0305379, 0.0294354, 0.02862, 0.027862, 0.027081, 0.0266906, 0.0264494, 0.0257718, 0.0250482, 0.0251516, 0.0250482, 0.0251286, 0.0249219, 0.0247496, 
3, 0.0496524, 0.0411365, 0.023347, 0.0149449, 0.0108434, 0.00886761, 0.00778664, 0.0071065, 0.00653757, 0.00610053, 0.00574106, 0.00560142, 0.00540746, 0.00519282, 0.00513592, 0.00493938, 0.00485663, 0.0047325, 0.00476353, 0.00462647, 0.00462905, 
4, 0.0038038, 0.0185314, 0.00609004, 0.00248277, 0.00139136, 0.000933714, 0.000718165, 0.000593749, 0.000519655, 0.000469333, 0.000427531, 0.000391673, 0.000372852, 0.000359578, 0.000341946, 0.000336399, 0.000331248, 0.000329861, 0.000324908, 0.000316389, 0.000305691, 
5, 0.000157954, 0.00656412, 0.000984801, 0.00024533, 9.98729e-05, 5.34986e-05, 3.55067e-05, 2.70743e-05, 2.25825e-05, 1.95139e-05, 1.72104e-05, 1.53429e-05, 1.43968e-05, 1.31875e-05, 1.27679e-05, 1.24553e-05, 1.19123e-05, 1.15997e-05, 1.12542e-05, 1.09169e-05, 1.08758e-05, 
6, 4.82432e-06, 0.00161847, 8.33858e-05, 1.19075e-05, 3.45592e-06, 1.52544e-06, 9.21143e-07, 7.02792e-07, 5.76154e-07, 5.0203e-07, 4.32932e-07, 3.91473e-07, 3.68105e-07, 3.50265e-07, 3.30667e-07, 3.28154e-07, 3.19862e-07, 3.10817e-07, 3.01017e-07, 2.95238e-07, 2.87449e-07, 
