Eb_over_N0, frame_error_rate, BER_it_0, BER_it_1, BER_it_2, BER_it_3, BER_it_4, BER_it_5, BER_it_6, BER_it_7, BER_it_8, BER_it_9, BER_it_10, BER_it_11, BER_it_12, BER_it_13, BER_it_14, BER_it_15, BER_it_16, BER_it_17, BER_it_18, BER_it_19, 
0, 0.847458, 0.145613, 0.140934, 0.137359, 0.13471, 0.132768, 0.132062, 0.13193, 0.131886, 0.131532, 0.130915, 0.132239, 0.133563, 0.135152, 0.136785, 0.140228, 0.14217, 0.143759, 0.139875, 0.135505, 0.135019, 
0.5, 0.706714, 0.121982, 0.110939, 0.106007, 0.102952, 0.10067, 0.0997129, 0.0992712, 0.0984614, 0.0980197, 0.0979461, 0.0975044, 0.0977989, 0.0997497, 0.101369, 0.103651, 0.107516, 0.111491, 0.11197, 0.107406, 0.100964, 
1, 0.533333, 0.101444, 0.0901111, 0.0841944, 0.0797222, 0.07675, 0.0751667, 0.0732778, 0.07275, 0.0713611, 0.0709722, 0.0709722, 0.0709167, 0.0722222, 0.0734167, 0.0760556, 0.0816667, 0.083, 0.0806111, 0.07725, 0.0748333, 
1.5, 0.336134, 0.0855742, 0.0713761, 0.0616246, 0.0555672, 0.0526786, 0.0494048, 0.0472339, 0.0459384, 0.0452381, 0.0443277, 0.0439601, 0.0445728, 0.0453782, 0.0460434, 0.0477941, 0.051313, 0.053869, 0.0516807, 0.0480742, 0.046166, 
2, 0.206186, 0.0698024, 0.0519115, 0.0422143, 0.036759, 0.0331615, 0.0307131, 0.0292204, 0.0282324, 0.0278887, 0.0271907, 0.0264068, 0.0262457, 0.026192, 0.027137, 0.0294996, 0.0315185, 0.0328716, 0.0312822, 0.0288445, 0.0272766, 
2.5, 0.11274, 0.05425, 0.0359357, 0.0254838, 0.0213031, 0.0184611, 0.0171165, 0.0162944, 0.0154782, 0.0153666, 0.0144154, 0.013746, 0.0134289, 0.0133408, 0.0140044, 0.0150026, 0.0162474, 0.0177917, 0.0168287, 0.014756, 0.013699, 
3, 0.0443951, 0.039322, 0.0215594, 0.0136053, 0.0100051, 0.00821541, 0.00721652, 0.0065899, 0.0063633, 0.00606964, 0.00567194, 0.00503145, 0.00490196, 0.00489271, 0.0050407, 0.00547771, 0.00571356, 0.00597484, 0.00576905, 0.00535979, 0.00501757, 
3.5, 0.0169305, 0.0275817, 0.0120683, 0.00647768, 0.0043358, 0.00345841, 0.00305014, 0.00278824, 0.00259513, 0.00238438, 0.00221155, 0.00189498, 0.00182708, 0.00180592, 0.0019038, 0.00205547, 0.00223006, 0.00226798, 0.00213571, 0.00201314, 0.0019038, 
4, 0.00498355, 0.0182284, 0.00589072, 0.00251436, 0.00149974, 0.00113532, 0.000969197, 0.000910277, 0.000843311, 0.000744678, 0.0006611, 0.00055442, 0.000516525, 0.000502249, 0.00053132, 0.000588682, 0.000615417, 0.000629174, 0.000571551, 0.000528724, 0.000493943, 
4.5, 0.00139541, 0.0112658, 0.00260746, 0.000901493, 0.00048069, 0.000341585, 0.000295217, 0.000286205, 0.000256915, 0.000214908, 0.000186418, 0.000149134, 0.000136925, 0.000131183, 0.000136634, 0.000154876, 0.000171083, 0.000169266, 0.000153713, 0.00013518, 0.000129948, 
5, 0.000288626, 0.006406, 0.000972142, 0.000258801, 0.00011775, 7.63655e-05, 6.35578e-05, 6.21748e-05, 5.69885e-05, 4.69017e-05, 3.87991e-05, 2.98998e-05, 2.70136e-05, 2.57659e-05, 2.73142e-05, 2.92684e-05, 3.1839e-05, 3.29665e-05, 3.02155e-05, 2.79305e-05, 2.69083e-05, 
5.5, 6.19034e-05, 0.00331697, 0.00031503, 6.44827e-05, 2.53062e-05, 1.59337e-05, 1.41636e-05, 1.45441e-05, 1.28998e-05, 1.04494e-05, 8.66325e-06, 6.64816e-06, 5.9582e-06, 5.70672e-06, 5.96787e-06, 6.27416e-06, 6.84806e-06, 7.09632e-06, 6.44827e-06, 5.75185e-06, 5.46813e-06, 
6, 1.40989e-05, 0.00155608, 8.83678e-05, 1.36289e-05, 4.64015e-06, 2.84254e-06, 2.55396e-06, 2.82932e-06, 2.58406e-06, 2.07445e-06, 1.61256e-06, 1.2454e-06, 1.13746e-06, 1.10441e-06, 1.13452e-06, 1.23439e-06, 1.34968e-06, 1.38199e-06, 1.32911e-06, 1.18886e-06, 1.09193e-06, 
