Eb_over_N0, frame_error_rate, BER_it_0, BER_it_1, BER_it_2, BER_it_3, BER_it_4, BER_it_5, BER_it_6, BER_it_7, BER_it_8, BER_it_9, BER_it_10, BER_it_11, BER_it_12, BER_it_13, BER_it_14, BER_it_15, BER_it_16, BER_it_17, BER_it_18, BER_it_19, BER_it_20, BER_it_21, BER_it_22, BER_it_23, BER_it_24, BER_it_25, BER_it_26, BER_it_27, BER_it_28, BER_it_29, BER_it_30, BER_it_31, BER_it_32, BER_it_33, BER_it_34, BER_it_35, BER_it_36, BER_it_37, BER_it_38, BER_it_39, BER_it_40, BER_it_41, BER_it_42, BER_it_43, BER_it_44, BER_it_45, BER_it_46, BER_it_47, BER_it_48, BER_it_49, 
0, 0.858369, 0.151735, 0.149902, 0.147622, 0.144447, 0.144805, 0.143553, 0.144626, 0.142391, 0.143374, 0.139932, 0.140781, 0.140558, 0.139485, 0.141005, 0.138546, 0.139619, 0.140066, 0.140066, 0.13877, 0.13868, 0.139261, 0.138188, 0.141273, 0.13953, 0.139038, 0.139127, 0.14096, 0.139798, 0.139843, 0.13944, 0.139843, 0.13953, 0.142391, 0.140245, 0.141541, 0.140424, 0.140692, 0.139709, 0.139664, 0.141318, 0.141229, 0.140424, 0.141094, 0.141005, 0.140871, 0.1402, 0.140021, 0.140424, 0.138099, 0.140379, 
1, 0.544959, 0.104167, 0.094488, 0.0891235, 0.0833617, 0.0787069, 0.0775999, 0.0756415, 0.0741939, 0.0742791, 0.0739952, 0.0749886, 0.07479, 0.0751589, 0.0737398, 0.0727464, 0.0723774, 0.0728599, 0.0719516, 0.0720084, 0.0714407, 0.0705041, 0.0709582, 0.0707879, 0.0705041, 0.0692836, 0.0715543, 0.0709298, 0.0712704, 0.0709582, 0.0702486, 0.0695391, 0.0698797, 0.0711285, 0.0710434, 0.0709015, 0.0698513, 0.0688295, 0.0691701, 0.069908, 0.0698513, 0.0704189, 0.069312, 0.0711853, 0.0700216, 0.0703622, 0.0691701, 0.0704473, 0.0701919, 0.0699364, 0.0694255, 
2, 0.204499, 0.0693699, 0.0541922, 0.0446702, 0.0383862, 0.0354252, 0.032837, 0.0304725, 0.0293648, 0.0285553, 0.0277245, 0.0270961, 0.0265423, 0.0264464, 0.0257328, 0.0250831, 0.0251257, 0.0251576, 0.0252322, 0.0250724, 0.0248168, 0.0246677, 0.0239541, 0.0240712, 0.0240606, 0.0242523, 0.024263, 0.0246464, 0.0248488, 0.0246996, 0.0245186, 0.0244227, 0.0241245, 0.0240499, 0.0240286, 0.0237943, 0.0239647, 0.0246251, 0.0242097, 0.0240819, 0.0232618, 0.0236026, 0.023315, 0.0232937, 0.0233896, 0.0236878, 0.0239647, 0.0239967, 0.0236771, 0.023528, 0.0235174, 
3, 0.0410088, 0.0407845, 0.0231209, 0.0147269, 0.0106794, 0.00869088, 0.0074777, 0.00683053, 0.00625171, 0.0057925, 0.00546998, 0.00531833, 0.00509193, 0.00492106, 0.0048698, 0.00465621, 0.00459213, 0.00446398, 0.0045067, 0.00439563, 0.00440631, 0.00445757, 0.00440631, 0.00434651, 0.00434437, 0.00429525, 0.00433796, 0.00433583, 0.00426107, 0.00424612, 0.00426534, 0.00421835, 0.00425039, 0.00427602, 0.00430593, 0.00426534, 0.00421195, 0.00419913, 0.00429525, 0.004197, 0.00420981, 0.0042867, 0.00429097, 0.004197, 0.00425039, 0.00423117, 0.00424185, 0.00418418, 0.00410515, 0.00415001, 0.00413933, 
4, 0.00298655, 0.018618, 0.00615928, 0.0025381, 0.00141923, 0.000958961, 0.000745236, 0.000620486, 0.000538512, 0.000487958, 0.000443471, 0.000406761, 0.000384518, 0.000367407, 0.000353563, 0.000347497, 0.000342986, 0.000342053, 0.000336142, 0.000327276, 0.000315454, 0.00030861, 0.000309387, 0.000307365, 0.000294299, 0.00029601, 0.00029461, 0.000300521, 0.000290255, 0.00029461, 0.00029321, 0.000287299, 0.000282322, 0.000284033, 0.0002831, 0.0002845, 0.000285122, 0.000276567, 0.000268634, 0.000275322, 0.000272211, 0.000268322, 0.000263656, 0.000263656, 0.000263967, 0.0002677, 0.000265523, 0.000269256, 0.000268634, 0.000267389, 0.000263656, 
5, 0.000114445, 0.00656486, 0.00098356, 0.000245711, 9.99546e-05, 5.36223e-05, 3.52038e-05, 2.68111e-05, 2.22333e-05, 1.93305e-05, 1.71012e-05, 1.51163e-05, 1.42222e-05, 1.3042e-05, 1.26247e-05, 1.21061e-05, 1.15578e-05, 1.14922e-05, 1.11047e-05, 1.08127e-05, 1.06696e-05, 1.03418e-05, 1.0151e-05, 1.01153e-05, 9.93645e-06, 9.73379e-06, 9.72783e-06, 9.81724e-06, 9.64438e-06, 9.4894e-06, 9.57881e-06, 9.28674e-06, 9.39999e-06, 9.17944e-06, 9.06023e-06, 8.92314e-06, 9.01851e-06, 8.9589e-06, 8.98274e-06, 8.85757e-06, 8.69067e-06, 8.87545e-06, 8.92314e-06, 8.73239e-06, 8.6549e-06, 8.80988e-06, 8.81584e-06, 8.64298e-06, 8.44032e-06, 8.60126e-06, 8.67279e-06, 
6, 3.68077e-06, 0.00161916, 8.34721e-05, 1.19441e-05, 3.47335e-06, 1.52656e-06, 9.15593e-07, 7.00114e-07, 5.73204e-07, 4.95946e-07, 4.28082e-07, 3.88782e-07, 3.67694e-07, 3.46798e-07, 3.33378e-07, 3.25902e-07, 3.17083e-07, 3.12482e-07, 3.02322e-07, 2.97146e-07, 2.9082e-07, 2.89669e-07, 2.83918e-07, 2.84301e-07, 2.78167e-07, 2.72991e-07, 2.73758e-07, 2.65706e-07, 2.63214e-07, 2.65706e-07, 2.66664e-07, 2.62447e-07, 2.57846e-07, 2.5497e-07, 2.55162e-07, 2.5497e-07, 2.53245e-07, 2.50369e-07, 2.4711e-07, 2.44426e-07, 2.50944e-07, 2.45193e-07, 2.44043e-07, 2.42126e-07, 2.4366e-07, 2.45768e-07, 2.42701e-07, 2.42701e-07, 2.42509e-07, 2.41743e-07, 2.41743e-07, 
