Eb_over_N0, frame_error_rate, BER_it_0, BER_it_1, BER_it_2, BER_it_3, BER_it_4, BER_it_5, BER_it_6, BER_it_7, BER_it_8, BER_it_9, BER_it_10, BER_it_11, BER_it_12, BER_it_13, BER_it_14, BER_it_15, BER_it_16, BER_it_17, BER_it_18, BER_it_19, BER_it_20, BER_it_21, BER_it_22, BER_it_23, BER_it_24, BER_it_25, BER_it_26, BER_it_27, BER_it_28, BER_it_29, BER_it_30, BER_it_31, BER_it_32, BER_it_33, BER_it_34, BER_it_35, BER_it_36, BER_it_37, BER_it_38, BER_it_39, BER_it_40, BER_it_41, BER_it_42, BER_it_43, BER_it_44, BER_it_45, BER_it_46, BER_it_47, BER_it_48, BER_it_49, BER_it_50, BER_it_51, BER_it_52, BER_it_53, BER_it_54, BER_it_55, BER_it_56, BER_it_57, BER_it_58, BER_it_59, BER_it_60, BER_it_61, BER_it_62, BER_it_63, BER_it_64, BER_it_65, BER_it_66, BER_it_67, BER_it_68, BER_it_69, BER_it_70, BER_it_71, BER_it_72, BER_it_73, BER_it_74, BER_it_75, BER_it_76, BER_it_77, BER_it_78, BER_it_79, BER_it_80, BER_it_81, BER_it_82, BER_it_83, BER_it_84, BER_it_85, BER_it_86, BER_it_87, BER_it_88, BER_it_89, BER_it_90, BER_it_91, BER_it_92, BER_it_93, BER_it_94, BER_it_95, BER_it_96, BER_it_97, BER_it_98, BER_it_99, BER_it_100, BER_it_101, BER_it_102, BER_it_103, BER_it_104, BER_it_105, BER_it_106, BER_it_107, BER_it_108, BER_it_109, BER_it_110, BER_it_111, BER_it_112, BER_it_113, BER_it_114, BER_it_115, BER_it_116, BER_it_117, BER_it_118, BER_it_119, BER_it_120, BER_it_121, BER_it_122, BER_it_123, BER_it_124, BER_it_125, BER_it_126, BER_it_127, BER_it_128, BER_it_129, BER_it_130, BER_it_131, BER_it_132, BER_it_133, BER_it_134, BER_it_135, BER_it_136, BER_it_137, BER_it_138, BER_it_139, BER_it_140, BER_it_141, BER_it_142, BER_it_143, BER_it_144, BER_it_145, BER_it_146, BER_it_147, BER_it_148, BER_it_149, BER_it_150, BER_it_151, BER_it_152, BER_it_153, BER_it_154, BER_it_155, BER_it_156, BER_it_157, BER_it_158, BER_it_159, BER_it_160, BER_it_161, BER_it_162, BER_it_163, BER_it_164, BER_it_165, BER_it_166, BER_it_167, BER_it_168, BER_it_169, BER_it_170, BER_it_171, BER_it_172, BER_it_173, BER_it_174, BER_it_175, BER_it_176, BER_it_177, BER_it_178, BER_it_179, BER_it_180, BER_it_181, BER_it_182, BER_it_183, BER_it_184, BER_it_185, BER_it_186, BER_it_187, BER_it_188, BER_it_189, BER_it_190, BER_it_191, BER_it_192, BER_it_193, BER_it_194, BER_it_195, BER_it_196, BER_it_197, BER_it_198, BER_it_199, 
-1, 1, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.502812, 0.44151, 0.441302, 0.441302, 0.441823, 0.440781, 0.441563, 0.441615, 0.441667, 0.441354, 0.44125, 0.441458, 0.441563, 0.441563, 0.441615, 0.441667, 0.441667, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 0.441615, 
-0.75, 1, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.497708, 0.436042, 0.436406, 0.436354, 0.437083, 0.437135, 0.436979, 0.438177, 0.438021, 0.437812, 0.437865, 0.43776, 0.437604, 0.437552, 0.43776, 0.437708, 0.437604, 0.437708, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 0.437656, 
-0.5, 1, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.497917, 0.435677, 0.436042, 0.436094, 0.435521, 0.435677, 0.436615, 0.43599, 0.436719, 0.436458, 0.43651, 0.43625, 0.435833, 0.436146, 0.435937, 0.43599, 0.436042, 0.436042, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 0.436094, 
-0.25, 1, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.500313, 0.42151, 0.421771, 0.421771, 0.422135, 0.422969, 0.423802, 0.424635, 0.424323, 0.423854, 0.42375, 0.423958, 0.42349, 0.423646, 0.423594, 0.423542, 0.423385, 0.423333, 0.423385, 0.423438, 0.423385, 0.423438, 0.423438, 0.423438, 0.423438, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 0.423333, 
0, 1, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.413021, 0.414531, 0.414271, 0.413906, 0.41349, 0.414219, 0.414427, 0.414062, 0.414687, 0.41401, 0.414844, 0.415052, 0.414635, 0.414844, 0.414896, 0.415, 0.414948, 0.414948, 0.415, 0.414844, 0.415, 0.414948, 0.415, 0.415052, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415052, 0.415, 0.415052, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 0.415, 
0.25, 1, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.497083, 0.40125, 0.401094, 0.401094, 0.401458, 0.401927, 0.402344, 0.402604, 0.401979, 0.401406, 0.4025, 0.401875, 0.401615, 0.401927, 0.401875, 0.401927, 0.401875, 0.401771, 0.40151, 0.401562, 0.401667, 0.401719, 0.401823, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 0.401719, 
0.5, 1, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.500417, 0.38224, 0.382292, 0.38224, 0.382188, 0.380365, 0.381875, 0.381667, 0.381615, 0.382031, 0.382135, 0.382812, 0.381979, 0.381354, 0.382031, 0.3825, 0.382396, 0.3825, 0.382552, 0.38224, 0.382396, 0.382396, 0.382448, 0.382708, 0.3825, 0.3825, 0.382604, 0.382448, 0.382552, 0.382604, 0.382448, 0.382448, 0.382448, 0.382552, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 0.3825, 
0.75, 1, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.497812, 0.368385, 0.370625, 0.371406, 0.372292, 0.372344, 0.374115, 0.372917, 0.372292, 0.373698, 0.372031, 0.371563, 0.372188, 0.372656, 0.37276, 0.373385, 0.372188, 0.3725, 0.372344, 0.37224, 0.371979, 0.372396, 0.372292, 0.372604, 0.372344, 0.372188, 0.372083, 0.371979, 0.372396, 0.372448, 0.372292, 0.372344, 0.372135, 0.372344, 0.372344, 0.372344, 0.372135, 0.372292, 0.372135, 0.372292, 0.372188, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372031, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372135, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 0.372083, 
1, 1, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.496476, 0.494818, 0.49461, 0.494714, 0.494818, 0.494766, 0.494714, 0.494714, 0.49461, 0.494662, 0.494662, 0.49461, 0.49461, 0.49461, 0.494714, 0.494714, 0.494714, 0.494766, 0.494662, 0.494714, 0.494662, 0.494662, 0.494662, 0.494662, 0.494662, 0.494714, 0.494714, 0.49461, 0.49461, 0.49461, 0.494662, 0.494714, 0.494662, 0.494662, 0.494714, 0.494714, 0.494714, 0.351731, 0.351161, 0.351316, 0.352664, 0.352819, 0.354892, 0.356965, 0.357017, 0.355514, 0.358209, 0.358364, 0.358779, 0.357587, 0.35795, 0.358053, 0.357898, 0.358105, 0.358624, 0.359038, 0.358934, 0.358727, 0.359349, 0.359349, 0.358572, 0.358572, 0.358675, 0.358779, 0.358831, 0.359194, 0.359142, 0.359453, 0.359401, 0.359505, 0.359142, 0.359401, 0.359608, 0.359505, 0.359297, 0.359245, 0.35909, 0.359038, 0.358831, 0.35909, 0.359297, 0.359142, 0.358934, 0.359245, 0.359245, 0.35909, 0.359401, 0.359245, 0.35909, 0.358883, 0.358883, 0.358779, 0.358934, 0.358883, 0.358883, 0.359142, 0.358986, 0.35909, 0.35909, 0.359038, 0.358986, 0.359038, 0.359038, 0.359038, 0.35909, 0.35909, 0.359194, 0.359142, 0.359142, 0.359142, 0.359142, 0.359194, 0.359245, 0.359245, 0.359349, 0.359349, 0.359297, 0.359297, 0.359245, 0.359245, 0.359194, 0.359245, 0.359297, 0.359194, 0.35909, 0.359297, 0.359142, 0.359142, 0.35909, 0.359038, 0.359038, 0.359038, 0.359038, 0.359038, 0.359038, 0.359038, 0.359194, 
1.25, 1, 0.502102, 0.502102, 0.502102, 0.502102, 0.502102, 0.502102, 0.502102, 0.502102, 0.502102, 0.502102, 0.502102, 0.502102, 0.502102, 0.502102, 0.502102, 0.502102, 0.502102, 0.502102, 0.502102, 0.502102, 0.500503, 0.496436, 0.495386, 0.491137, 0.491685, 0.491319, 0.491228, 0.489903, 0.487436, 0.48739, 0.487162, 0.487025, 0.486888, 0.486751, 0.484512, 0.481862, 0.480492, 0.479989, 0.477842, 0.476974, 0.476928, 0.477339, 0.475786, 0.475603, 0.475466, 0.475877, 0.475694, 0.47437, 0.474781, 0.474735, 0.474689, 0.474781, 0.474918, 0.473913, 0.474095, 0.47373, 0.474141, 0.473913, 0.474004, 0.473593, 0.473913, 0.473547, 0.473593, 0.473684, 0.473821, 0.473593, 0.47373, 0.473776, 0.47373, 0.473639, 0.473456, 0.473547, 0.474004, 0.473501, 0.473913, 0.473273, 0.472816, 0.472314, 0.472496, 0.472496, 0.472862, 0.472451, 0.472633, 0.472588, 0.472588, 0.472405, 0.472359, 0.472268, 0.472496, 0.472451, 0.472451, 0.472405, 0.472725, 0.472679, 0.472588, 0.472588, 0.472496, 0.472405, 0.472405, 0.472222, 0.325978, 0.327714, 0.328673, 0.328947, 0.332922, 0.333196, 0.335344, 0.336486, 0.336257, 0.33845, 0.338496, 0.338724, 0.337719, 0.337125, 0.338268, 0.338724, 0.33941, 0.339227, 0.337948, 0.337719, 0.338724, 0.337445, 0.337993, 0.336577, 0.336029, 0.336394, 0.33676, 0.337719, 0.337948, 0.33813, 0.339044, 0.338907, 0.339181, 0.339044, 0.33973, 0.339547, 0.338907, 0.338907, 0.33973, 0.338999, 0.338816, 0.33941, 0.338085, 0.338633, 0.339364, 0.339318, 0.339318, 0.338999, 0.339136, 0.33973, 0.33909, 0.339136, 0.339273, 0.339318, 0.338679, 0.339318, 0.339455, 0.339181, 0.338999, 0.338861, 0.338724, 0.338496, 0.338679, 0.33909, 0.338953, 0.338816, 0.338679, 0.33941, 0.338907, 0.339136, 0.339364, 0.340049, 0.339821, 0.340323, 0.33941, 0.339684, 0.339364, 0.33941, 0.339136, 0.339684, 0.339775, 0.339136, 0.339136, 0.338861, 0.339638, 0.339044, 0.33941, 0.339592, 0.339044, 0.339592, 0.339867, 0.339227, 0.339867, 0.33973, 0.339501, 0.339318, 0.33941, 0.338907, 0.338085, 0.338861, 
