SNR, Throughput
-2, 0.1475
-1.75, 0.278162
-1.5, 0.416143
-1.25, 0.496165
-1, 0.526863
-0.75, 0.542916
-0.5, 0.550892
-0.25, 0.552341
0, 0.552632
0.25, 0.552632
0.5, 0.552632
0.75, 0.552632
1, 0.552632
1.25, 0.552632
1.5, 0.552632
1.75, 0.552632
2, 0.552632
2.25, 0.552632
2.5, 0.552632
2.75, 0.552632
3, 0.552632
