SNR,Throught
-2, 0.00417857
-1.75, 0.0278708
-1.5, 0.108382
-1.25, 0.246604
-1, 0.39581
-0.75, 0.497228
-0.5, 0.540522
-0.25, 0.556371
0, 0.562872
0.25, 0.564721
0.5, 0.565079
0.75, 0.56501
1, 0.56501
1.25, 0.565079
1.5, 0.564972
1.75, 0.565079
2, 0.565079
2.25, 0.565079
2.5, 0.565079
