SNR,Throught
-6, 0
-5.5, 0.00333333
-5, 0.0646667
-4.5, 0.259374
-4, 0.330237
-3.5, 0.339591
-3, 0.343403
-2.5, 0.349446
-2, 0.355067
-1.5, 0.35885
-1, 0.361883
-0.5, 0.363881
0, 0.36495
0.5, 0.365167
1, 0.36522
