SNR,Throught
-4.5, 0
-4, 0
-3.5, 0.022
-3, 0.194333
-2.5, 0.344667
-2, 0.366667
-1.5, 0.366667
-1, 0.366881
-0.5, 0.366881
0, 0.371669
0.5, 0.438039
1, 0.656675
1.5, 0.70554
2, 0.733333
2.5, 0.733333
3, 0.733333
3.5, 0.733333
4, 0.733333
4.5, 0.733333
5, 0.733333
5.5, 0.733333
6, 0.733333
