Extra_VNs,Payload_VNs
3,821
4,361
5,673
7,397
10,583
11,508
12,31
13,274
15,231
16,563
17,765
18,325
19,647
21,576
24,11
28,503
30,327
33,789
34,75
35,457
36,467
37,468
39,668
40,328
46,786
50,474
51,35
52,180
53,715
54,478
58,151
59,343
67,609
71,201
73,728
74,241
76,909
77,262
78,762
79,197
80,283
83,89
88,588
90,688
91,564
92,443
93,666
95,671
