Extra_VNs,Payload_VNs
1,691
2,651
6,943
8,215
9,718
14,242
20,102
22,616
23,473
25,480
26,686
27,752
29,350
31,678
32,431
38,829
41,820
42,239
43,606
44,567
45,530
47,839
48,225
49,282
55,88
56,893
57,618
60,447
61,669
62,505
63,674
64,495
65,723
66,484
68,997
69,193
70,79
72,92
75,51
81,407
82,434
84,389
85,777
86,695
87,802
89,953
94,978
96,253
