SNR,Throught
-2, 0.0176753
-1.75, 0.136125
-1.5, 0.342442
-1.25, 0.493888
-1, 0.527821
-0.75, 0.53085
-0.5, 0.53085
-0.25, 0.53085
0, 0.53085
0.25, 0.53085
0.5, 0.53085
0.75, 0.53085
1, 0.53085
1.25, 0.53085
1.5, 0.53085
1.75, 0.53085
2, 0.53085
2.25, 0.53085
2.5, 0.53085
