Extra_VNs,Payload_VNs
2,102
3,275
4,788
5,28
6,915
7,701
9,513
10,582
11,258
12,490
14,959
15,567
16,544
17,253
20,524
21,631
22,681
24,422
25,399
26,973
30,37
32,893
36,923
37,798
38,106
39,284
40,376
42,684
47,144
49,717
50,114
51,658
55,519
56,770
57,690
64,907
66,889
67,385
71,677
72,209
75,23
78,707
80,495
84,461
87,940
89,598
93,560
96,817
