SNR,Throught
-4, 0
-3.5, 0.00902857
-3, 0.144
-2.5, 0.404343
-2, 0.449942
-1.5, 0.469643
-1, 0.525874
-0.5, 0.55444
0, 0.562879
0.5, 0.562879
1, 0.564286
