SNR,Throught
-2, 0.348324
-1.75, 0.356716
-1.5, 0.363121
-1.25, 0.372334
-1, 0.384404
-0.75, 0.39758
-0.5, 0.415508
-0.25, 0.42518
0, 0.430672
0.25, 0.433118
0.5, 0.43315
0.75, 0.433641
1, 0.433908
1.25, 0.433908
1.5, 0.433908
1.75, 0.433908
2, 0.433908
