SNR, Throughput
-5, 0.0711536
-4.5, 0.260794
-4, 0.333974
-3.5, 0.338834
-3, 0.338834
-2.5, 0.338834
-2, 0.338834
-1.5, 0.338834
-1, 0.338834
-0.5, 0.338834
0, 0.338834
0.5, 0.338834
1, 0.338834
