Extra_VNs,Payload_VNs
1,583
2,397
5,31
8,508
9,361
10,821
11,673
14,477
15,166
16,534
17,274
19,584
20,626
23,647
24,430
26,18
28,173
29,748
31,101
33,636
35,497
37,700
41,152
43,468
44,105
45,955
48,7
52,778
55,820
58,875
59,88
60,406
61,257
63,808
65,438
68,902
69,184
73,264
74,137
76,128
78,873
79,569
82,546
85,135
87,858
88,616
90,356
95,498
