SNR, Throughput
-2, 0.146091
-1.75, 0.2922
-1.5, 0.399705
-1.25, 0.487698
-1, 0.525365
-0.75, 0.545355
-0.5, 0.554465
-0.25, 0.556974
0, 0.55814
0.25, 0.55814
0.5, 0.55814
0.75, 0.55814
1, 0.55814
1.25, 0.55814
1.5, 0.55814
1.75, 0.55814
2, 0.55814
2.25, 0.55814
2.5, 0.55814
2.75, 0.55814
3, 0.55814
