SNR, Throughput
-5, 0.0705299
-4.5, 0.261969
-4, 0.337534
-3.5, 0.342603
-3, 0.342603
-2.5, 0.342603
-2, 0.342603
-1.5, 0.342603
-1, 0.342603
-0.5, 0.342603
0, 0.342603
0.5, 0.342603
1, 0.342603
