SNR,Throught
-4.5, 0
-4, 0
-3.5, 0.0146667
-3, 0.121
-2.5, 0.326512
-2, 0.36425
-1.5, 0.368452
-1, 0.370238
-0.5, 0.37256
0, 0.376047
0.5, 0.427619
1, 0.630444
1.5, 0.700113
2, 0.733333
2.5, 0.733333
3, 0.733333
3.5, 0.733333
4, 0.733333
4.5, 0.733333
5, 0.733333
5.5, 0.733333
6, 0.733333
