SNR,Throught
-4.5, 0
-4, 0
-3.5, 0.0183333
-3, 0.187
-2.5, 0.344845
-2, 0.367917
-1.5, 0.368452
-1, 0.370595
-0.5, 0.372917
0, 0.377946
0.5, 0.441955
1, 0.646408
1.5, 0.706502
2, 0.733333
2.5, 0.733333
3, 0.733333
3.5, 0.733333
4, 0.733333
4.5, 0.733333
5, 0.733333
5.5, 0.733333
6, 0.733333
