Extra_VNs,Payload_VNs
1,3
2,4
5,9
8,12
9,16
10,17
11,26
14,28
15,31
16,37
17,42
19,44
20,51
23,53
24,55
26,56
28,60
29,62
31,68
33,73
35,74
37,76
41,80
43,90
44,95
45,100
48,117
52,123
55,130
58,132
59,133
60,136
61,137
63,138
65,147
68,154
69,162
73,163
74,167
76,176
78,186
79,188
82,191
85,208
87,209
88,210
90,223
95,249
