Eb_over_N0, frame_error_rate, BER_it_0, BER_it_1, BER_it_2, BER_it_3, BER_it_4, BER_it_5, BER_it_6, BER_it_7, BER_it_8, BER_it_9, BER_it_10, BER_it_11, BER_it_12, BER_it_13, BER_it_14, BER_it_15, BER_it_16, BER_it_17, BER_it_18, BER_it_19, BER_it_20, BER_it_21, BER_it_22, BER_it_23, BER_it_24, BER_it_25, BER_it_26, BER_it_27, BER_it_28, BER_it_29, BER_it_30, BER_it_31, BER_it_32, BER_it_33, BER_it_34, BER_it_35, BER_it_36, BER_it_37, BER_it_38, BER_it_39, BER_it_40, BER_it_41, BER_it_42, BER_it_43, BER_it_44, BER_it_45, BER_it_46, BER_it_47, BER_it_48, BER_it_49, 
1, 0.806452, 0.107551, 0.0962222, 0.0895437, 0.0854575, 0.0824773, 0.0808532, 0.0791431, 0.077891, 0.0766409, 0.0756468, 0.0751348, 0.0742248, 0.0735027, 0.0728167, 0.0722486, 0.0719166, 0.0715766, 0.0711926, 0.0709285, 0.0706725, 0.0704645, 0.0702345, 0.0700965, 0.0700145, 0.0697745, 0.0697405, 0.0697185, 0.0696045, 0.0696585, 0.0695865, 0.0694604, 0.0693424, 0.0692724, 0.0692744, 0.0691704, 0.0690924, 0.0689644, 0.0688544, 0.0688484, 0.0686584, 0.0686644, 0.0686204, 0.0684864, 0.0682984, 0.0682764, 0.0682384, 0.0682984, 0.0681884, 0.0681044, 0.0680364, 
1.25, 0.530504, 0.0989735, 0.085478, 0.0772928, 0.0718417, 0.0680642, 0.0645447, 0.0616764, 0.0592699, 0.0569858, 0.0549582, 0.0533228, 0.0518189, 0.0504584, 0.0492795, 0.0485216, 0.0476322, 0.0470743, 0.0465809, 0.0460323, 0.0455823, 0.0451889, 0.0447981, 0.0443626, 0.043985, 0.0436534, 0.043185, 0.0431153, 0.0429219, 0.0426916, 0.0424403, 0.0421285, 0.0419943, 0.0419167, 0.041768, 0.0415785, 0.0415654, 0.0413009, 0.0412154, 0.0411877, 0.0409799, 0.040847, 0.0407759, 0.040622, 0.0406417, 0.040643, 0.0406325, 0.0406101, 0.0405864, 0.0404786, 0.0404009, 
1.5, 0.286738, 0.0900516, 0.0750505, 0.0657557, 0.0590239, 0.0533623, 0.0487029, 0.044699, 0.0410857, 0.0378563, 0.0352378, 0.0329266, 0.0310121, 0.0293942, 0.0280217, 0.0269877, 0.026076, 0.0253463, 0.024707, 0.0242817, 0.0239027, 0.023402, 0.0230479, 0.0227862, 0.0225337, 0.0223637, 0.0221106, 0.0218282, 0.02159, 0.0214051, 0.0212351, 0.0210829, 0.0209884, 0.0209002, 0.0208554, 0.020812, 0.0207644, 0.0207267, 0.0205098, 0.0203554, 0.0202993, 0.0202701, 0.0203711, 0.0203007, 0.0202452, 0.0201549, 0.0199899, 0.0199373, 0.019938, 0.0199565, 0.0199323, 
1.75, 0.109709, 0.0815544, 0.0649334, 0.0539007, 0.0457165, 0.0388924, 0.033036, 0.0280733, 0.0238879, 0.0206703, 0.0180087, 0.0161114, 0.0146143, 0.0134704, 0.0125681, 0.0119151, 0.0113086, 0.0108488, 0.0104248, 0.0101067, 0.00988934, 0.0096899, 0.00939957, 0.00913264, 0.00890327, 0.00870872, 0.00854764, 0.00842574, 0.0083188, 0.00819065, 0.00807745, 0.00804453, 0.00800834, 0.00796372, 0.00787093, 0.00778767, 0.00780563, 0.00777379, 0.00762849, 0.00762795, 0.00757299, 0.00753, 0.00747422, 0.0074266, 0.0074081, 0.00733055, 0.00733572, 0.0072745, 0.00723695, 0.00718906, 0.00715042, 
2, 0.0285327, 0.0732364, 0.0553344, 0.0431518, 0.0338648, 0.0262386, 0.0201217, 0.0153446, 0.0118384, 0.00932762, 0.00760773, 0.00636119, 0.00549807, 0.00487887, 0.0044012, 0.00401248, 0.00373452, 0.00348514, 0.00329711, 0.00312756, 0.00298249, 0.00284563, 0.00269667, 0.0026097, 0.00250822, 0.00242047, 0.00234128, 0.00227519, 0.00222162, 0.00216267, 0.00211143, 0.00206982, 0.00205256, 0.00199984, 0.00198031, 0.00194719, 0.00192645, 0.00191442, 0.001899, 0.0018852, 0.00187614, 0.00187189, 0.00185753, 0.00182752, 0.00180778, 0.00179787, 0.00179207, 0.00179249, 0.00178506, 0.00176815, 0.00173666, 
2.25, 0.0059839, 0.0652047, 0.0461773, 0.0331704, 0.0233723, 0.0158316, 0.01038, 0.00678895, 0.00456617, 0.00323885, 0.00242246, 0.00191344, 0.00158992, 0.001366, 0.00121254, 0.00109178, 0.000990461, 0.000910942, 0.000838785, 0.000777358, 0.000729155, 0.000683652, 0.000645896, 0.000610263, 0.000579097, 0.000554253, 0.000525328, 0.00050651, 0.000493776, 0.000479039, 0.000465934, 0.000451331, 0.000441921, 0.000437469, 0.000425255, 0.00041635, 0.000407505, 0.000396077, 0.000389948, 0.000383255, 0.000381459, 0.000375582, 0.000373593, 0.000364807, 0.000362655, 0.000359197, 0.000356511, 0.000352326, 0.000347117, 0.000342427, 0.000338598, 
2.5, 0.000981508, 0.0574335, 0.0375796, 0.0242585, 0.0147728, 0.00829305, 0.00442038, 0.00237869, 0.00136572, 0.000857362, 0.000590738, 0.000439812, 0.000351194, 0.000297052, 0.000261614, 0.000235798, 0.000215839, 0.000196333, 0.000177847, 0.000159614, 0.000144863, 0.000131557, 0.000120744, 0.000111815, 0.000104375, 9.76396e-05, 9.27516e-05, 8.83138e-05, 8.50568e-05, 8.2233e-05, 8.03074e-05, 7.76954e-05, 7.53999e-05, 7.33916e-05, 7.2043e-05, 7.03828e-05, 6.87664e-05, 6.73156e-05, 6.52732e-05, 6.29826e-05, 6.04314e-05, 5.83988e-05, 5.68019e-05, 5.5222e-05, 5.43286e-05, 5.37468e-05, 5.32843e-05, 5.30336e-05, 5.27658e-05, 5.22911e-05, 5.17897e-05, 
2.75, 0.000115914, 0.0501673, 0.0299847, 0.0169488, 0.0085443, 0.0037716, 0.00155881, 0.000668519, 0.000318602, 0.000174287, 0.000109087, 7.68421e-05, 5.94012e-05, 4.97325e-05, 4.33977e-05, 3.88928e-05, 3.5516e-05, 3.18086e-05, 2.80216e-05, 2.46286e-05, 2.16109e-05, 1.89922e-05, 1.68027e-05, 1.5051e-05, 1.36401e-05, 1.25332e-05, 1.16613e-05, 1.09426e-05, 1.04148e-05, 1.00192e-05, 9.63625e-06, 9.2743e-06, 9.10785e-06, 8.89798e-06, 8.71715e-06, 8.51994e-06, 8.23015e-06, 7.8271e-06, 7.31767e-06, 6.96147e-06, 6.6599e-06, 6.42416e-06, 6.24017e-06, 6.06193e-06, 5.90238e-06, 5.77186e-06, 5.6744e-06, 5.58068e-06, 5.48351e-06, 5.32999e-06, 5.24633e-06, 
