SNR, Throughput
-2, 0.359353
-1.75, 0.36881
-1.5, 0.375127
-1.25, 0.377174
-1, 0.377677
-0.75, 0.377778
-0.5, 0.377778
-0.25, 0.377778
0, 0.377778
0.25, 0.377778
0.5, 0.377778
0.75, 0.377778
1, 0.377778
1.25, 0.377778
1.5, 0.377778
1.75, 0.377778
2, 0.377778
2.25, 0.377778
2.5, 0.377778
