SNR,Throught
-4.5, 0.0298095
-4, 0.163524
-3.5, 0.350571
-3, 0.373905
-2.5, 0.37419
-2, 0.375238
-1.5, 0.37581
-1, 0.37619
-0.5, 0.37619
0, 0.381533
0.5, 0.474007
1, 0.624374
1.5, 0.733333
2, 0.733333
2.5, 0.733333
3, 0.733333
3.5, 0.733333
4, 0.733333
