SNR,Throught
-6, 0
-5.5, 0.00333333
-5, 0.064
-4.5, 0.259082
-4, 0.328391
-3.5, 0.334668
-3, 0.336306
-2.5, 0.340887
-2, 0.346376
-1.5, 0.35287
-1, 0.357522
-0.5, 0.362529
0, 0.366682
0.5, 0.369122
1, 0.369798
