SNR,Throught
-2, 0
-1.75, 0
-1.5, 5.0001e-05
-1.25, 0.00100038
-1, 0.00646589
-0.75, 0.0376833
-0.5, 0.115192
-0.25, 0.256539
0, 0.419907
0.25, 0.543759
0.5, 0.599514
0.75, 0.612695
1, 0.617418
1.25, 0.617647
1.5, 0.617647
1.75, 0.617647
2, 0.617647
2.25, 0.617647
2.5, 0.617647
2.75, 0.617647
3, 0.617647
