SNR, Throughput
-5, 0.227196
-4.5, 0.228668
-4, 0.228701
-3.5, 0.228833
-3, 0.228833
-2.5, 0.228833
-2, 0.228833
-1.5, 0.228833
-1, 0.228833
-0.5, 0.228833
0, 0.228833
0.5, 0.228833
1, 0.228833
1.5, 0.228833
2, 0.228833
2.5, 0.228833
3, 0.228833
3.5, 0.228833
4, 0.228833
4.5, 0.228833
5, 0.228833
