SNR,Throught
-5, 0.2006
-4.5, 0.200746
-4, 0.201013
-3.5, 0.204257
-3, 0.20931
-2.5, 0.226403
-2, 0.243094
-1.5, 0.26107
-1, 0.288617
-0.5, 0.308538
0, 0.31946
0.5, 0.326723
1, 0.329906
1.5, 0.330904
2, 0.331657
2.5, 0.331808
3, 0.331808
3.5, 0.331808
4, 0.331808
4.5, 0.331808
5, 0.331808
