SNR, Throughput
-5, 0.0768635
-4.75, 0.133333
-4.5, 0.216158
-4.25, 0.275476
-4, 0.318728
-3.75, 0.332882
-3.5, 0.336025
-3.25, 0.338456
-3, 0.338456
-2.75, 0.338462
-2.5, 0.338462
-2.25, 0.338462
-2, 0.338462
-1.75, 0.338462
-1.5, 0.338462
-1.25, 0.338462
-1, 0.338462
-0.75, 0.338462
-0.5, 0.338462
-0.25, 0.338462
0, 0.338462
