SNR,Throught
-5, 0.064
-4.5,0.2523
-4,0.332624
-3.5,0.342367
-3, 0.360422
-2.5, 0.377357
-2, 0.392263
-1.5, 0.401999
-1, 0.410132
-0.5, 0.4143
0, 0.416431
0.5, 0.417012
1, 0.417313
1.5, 0.417313
2, 0.417313
2.5, 0.417313
3, 0.417313
