SNR, Throughput
-6, 0
-5.5, 0.00333333
-5, 0.0640277
-4.5, 0.253607
-4, 0.352427
-3.5, 0.371711
-3, 0.373786
-2.5, 0.373741
-2, 0.373786
-1.5, 0.373786
-1, 0.373786
-0.5, 0.373786
0, 0.373786
0.5, 0.373786
1, 0.373786
1.5, 0.373786
2, 0.373786
2.5, 0.373786
3, 0.373786
