Eb_over_N0, frame_error_rate, BER_it_0, BER_it_1, BER_it_2, BER_it_3, BER_it_4, BER_it_5, BER_it_6, BER_it_7, BER_it_8, BER_it_9, BER_it_10, BER_it_11, BER_it_12, BER_it_13, BER_it_14, BER_it_15, BER_it_16, BER_it_17, BER_it_18, BER_it_19, BER_it_20, BER_it_21, BER_it_22, BER_it_23, BER_it_24, BER_it_25, BER_it_26, BER_it_27, BER_it_28, BER_it_29, BER_it_30, BER_it_31, BER_it_32, BER_it_33, BER_it_34, BER_it_35, BER_it_36, BER_it_37, BER_it_38, BER_it_39, BER_it_40, BER_it_41, BER_it_42, BER_it_43, BER_it_44, BER_it_45, BER_it_46, BER_it_47, BER_it_48, BER_it_49, BER_it_50, BER_it_51, BER_it_52, BER_it_53, BER_it_54, BER_it_55, BER_it_56, BER_it_57, BER_it_58, BER_it_59, BER_it_60, BER_it_61, BER_it_62, BER_it_63, BER_it_64, BER_it_65, BER_it_66, BER_it_67, BER_it_68, BER_it_69, BER_it_70, BER_it_71, BER_it_72, BER_it_73, BER_it_74, BER_it_75, BER_it_76, BER_it_77, BER_it_78, BER_it_79, BER_it_80, BER_it_81, BER_it_82, BER_it_83, BER_it_84, BER_it_85, BER_it_86, BER_it_87, BER_it_88, BER_it_89, BER_it_90, BER_it_91, BER_it_92, BER_it_93, BER_it_94, BER_it_95, BER_it_96, BER_it_97, BER_it_98, BER_it_99, BER_it_100, BER_it_101, BER_it_102, BER_it_103, BER_it_104, BER_it_105, BER_it_106, BER_it_107, BER_it_108, BER_it_109, BER_it_110, BER_it_111, BER_it_112, BER_it_113, BER_it_114, BER_it_115, BER_it_116, BER_it_117, BER_it_118, BER_it_119, BER_it_120, BER_it_121, BER_it_122, BER_it_123, BER_it_124, BER_it_125, BER_it_126, BER_it_127, BER_it_128, BER_it_129, BER_it_130, BER_it_131, BER_it_132, BER_it_133, BER_it_134, BER_it_135, BER_it_136, BER_it_137, BER_it_138, BER_it_139, BER_it_140, BER_it_141, BER_it_142, BER_it_143, BER_it_144, BER_it_145, BER_it_146, BER_it_147, BER_it_148, BER_it_149, BER_it_150, BER_it_151, BER_it_152, BER_it_153, BER_it_154, BER_it_155, BER_it_156, BER_it_157, BER_it_158, BER_it_159, BER_it_160, BER_it_161, BER_it_162, BER_it_163, BER_it_164, BER_it_165, BER_it_166, BER_it_167, BER_it_168, BER_it_169, BER_it_170, BER_it_171, BER_it_172, BER_it_173, BER_it_174, BER_it_175, BER_it_176, BER_it_177, BER_it_178, BER_it_179, BER_it_180, BER_it_181, BER_it_182, BER_it_183, BER_it_184, BER_it_185, BER_it_186, BER_it_187, BER_it_188, BER_it_189, BER_it_190, BER_it_191, BER_it_192, BER_it_193, BER_it_194, BER_it_195, BER_it_196, BER_it_197, BER_it_198, BER_it_199, 
-1, 1, 0.270031, 0.269835, 0.269841, 0.26992, 0.27, 0.269939, 0.269914, 0.269902, 0.269908, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.269902, 0.27027, 0.27087, 0.270748, 0.27087, 0.270925, 0.270803, 0.270741, 0.270741, 0.270741, 0.27076, 0.27076, 0.270772, 0.270772, 0.270772, 0.270766, 0.270766, 0.270766, 0.270766, 0.270766, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 0.270772, 
-0.75, 1, 0.267181, 0.266501, 0.266115, 0.265999, 0.266011, 0.266005, 0.26598, 0.265987, 0.265993, 0.26598, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265987, 0.265999, 0.266176, 0.266219, 0.266176, 0.266225, 0.26614, 0.266176, 0.266183, 0.266164, 0.266134, 0.26614, 0.26614, 0.26614, 0.26614, 0.26614, 0.26614, 0.26614, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 0.266134, 
-0.5, 1, 0.257138, 0.25568, 0.255576, 0.255582, 0.255815, 0.255748, 0.255729, 0.255741, 0.255741, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.255748, 0.25598, 0.256477, 0.256244, 0.25636, 0.256354, 0.256391, 0.256385, 0.256409, 0.256391, 0.25636, 0.256373, 0.256373, 0.256379, 0.256379, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 0.256373, 
-0.25, 1, 0.249326, 0.247567, 0.247659, 0.247629, 0.247825, 0.247708, 0.247751, 0.247751, 0.247776, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.247782, 0.24796, 0.248511, 0.248554, 0.248627, 0.248756, 0.248627, 0.248634, 0.248566, 0.248572, 0.248591, 0.248609, 0.248597, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 0.248578, 
0, 1, 0.243989, 0.24269, 0.242353, 0.24193, 0.242016, 0.242016, 0.24201, 0.241991, 0.241967, 0.241991, 0.241998, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.242004, 0.241998, 0.242212, 0.24239, 0.242567, 0.242696, 0.242561, 0.242604, 0.242641, 0.242665, 0.242647, 0.242623, 0.242647, 0.242647, 0.242641, 0.242641, 0.242635, 0.242635, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 0.242641, 
0.25, 1, 0.237947, 0.235527, 0.235564, 0.235355, 0.235104, 0.235074, 0.23508, 0.235025, 0.235037, 0.235049, 0.235037, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.235043, 0.23598, 0.23663, 0.236642, 0.236452, 0.236415, 0.236428, 0.236311, 0.236422, 0.236403, 0.23644, 0.236483, 0.236434, 0.236434, 0.236446, 0.23644, 0.236452, 0.236446, 0.23644, 0.23644, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 0.236446, 
0.5, 1, 0.228854, 0.226814, 0.225833, 0.225631, 0.225754, 0.225803, 0.225729, 0.22568, 0.225637, 0.225607, 0.225619, 0.225619, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.225613, 0.226158, 0.226801, 0.226838, 0.226991, 0.2269, 0.226949, 0.226881, 0.226771, 0.226826, 0.22685, 0.2269, 0.226912, 0.226863, 0.226869, 0.226869, 0.226881, 0.226887, 0.226887, 0.226881, 0.226881, 0.226881, 0.226881, 0.226887, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 0.226881, 
0.75, 1, 0.221777, 0.218805, 0.218235, 0.218143, 0.218051, 0.217972, 0.217984, 0.218027, 0.218033, 0.218015, 0.218002, 0.217996, 0.217996, 0.21799, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.217984, 0.218627, 0.219681, 0.220031, 0.219994, 0.220165, 0.219828, 0.219902, 0.219828, 0.219804, 0.219908, 0.219779, 0.219877, 0.219902, 0.219853, 0.219804, 0.219816, 0.21981, 0.219786, 0.219779, 0.219779, 0.219779, 0.219786, 0.219786, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 0.219792, 
1, 1, 0.216146, 0.211918, 0.211801, 0.211434, 0.211501, 0.211679, 0.211746, 0.21152, 0.211513, 0.211544, 0.211581, 0.211587, 0.211581, 0.211581, 0.211581, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.211587, 0.212512, 0.213836, 0.214099, 0.214406, 0.214522, 0.214461, 0.21451, 0.21454, 0.214412, 0.214547, 0.214498, 0.214265, 0.21443, 0.214473, 0.21443, 0.214418, 0.214418, 0.214375, 0.21435, 0.214369, 0.214381, 0.214381, 0.214375, 0.214393, 0.214381, 0.214375, 0.2144, 0.2144, 0.2144, 0.2144, 0.214393, 0.214393, 0.2144, 0.2144, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 0.214393, 
1.25, 1, 0.206078, 0.200631, 0.199063, 0.19905, 0.198444, 0.198266, 0.198303, 0.198254, 0.19818, 0.198241, 0.198199, 0.198248, 0.198272, 0.198248, 0.198235, 0.198254, 0.198248, 0.198254, 0.198254, 0.198254, 0.198248, 0.198248, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.198254, 0.199516, 0.201189, 0.201881, 0.201703, 0.202034, 0.201808, 0.201697, 0.201979, 0.201936, 0.201844, 0.201832, 0.201961, 0.201924, 0.201857, 0.201857, 0.201936, 0.201924, 0.2019, 0.201912, 0.201906, 0.201887, 0.201893, 0.2019, 0.201887, 0.201906, 0.201918, 0.201924, 0.201918, 0.201912, 0.201906, 0.201906, 0.201918, 0.201918, 0.201924, 0.201924, 0.201912, 0.201912, 0.201918, 0.201918, 0.201918, 0.201924, 0.201924, 0.201924, 0.201924, 0.201924, 0.201924, 0.201924, 0.201924, 0.201924, 0.201924, 0.201924, 0.20193, 0.201924, 0.201924, 0.201924, 0.20193, 0.201936, 0.201936, 0.201936, 0.201936, 0.201942, 0.201942, 0.201942, 0.201942, 0.201942, 0.201942, 0.201942, 0.201942, 0.201942, 0.201949, 0.201949, 0.201949, 0.201949, 0.201949, 0.201949, 0.201949, 0.201949, 0.201949, 0.201949, 0.201949, 0.201949, 0.201955, 0.201955, 0.201955, 0.201955, 0.201955, 0.201955, 0.201955, 0.201955, 0.201955, 0.201955, 0.201955, 0.201955, 0.201955, 0.201949, 0.201949, 0.201949, 0.201949, 0.201949, 
