Extra_VNs,Payload_VNs
1,7
2,11
3,19
4,25
5,38
6,45
7,49
8,55
9,62
10,70
11,77
12,78
13,82
14,99
15,102
16,106
17,108
18,121
19,127
20,129
21,132
22,135
23,137
24,146
25,148
26,150
27,156
28,159
29,160
30,162
31,165
32,168
