SNR,Throught
-2, 0.0521891
-1.75, 0.15271
-1.5, 0.293864
-1.25, 0.427299
-1, 0.507048
-0.75, 0.539287
-0.5, 0.548495
-0.25, 0.549005
0, 0.550211
0.25, 0.550265
0.5, 0.550265
0.75, 0.550265
1, 0.550265
1.25, 0.550265
1.5, 0.550265
1.75, 0.550265
2, 0.550265
2.25, 0.550265
2.5, 0.550265
