SNR,Throught
-5, 0.00433333
-4.5, 0.0443788
-4, 0.165283
-3.5, 0.295436
-3, 0.33408
-2.5, 0.346024
-2, 0.356966
-1.5, 0.370398
-1, 0.379913
-0.5, 0.39019
0, 0.397048
0.5, 0.401809
1, 0.403282
1.5, 0.40422
2, 0.404455
