SNR     iteration      FER     BER
-1.75        33          0.727273      0.0529963
-1.75        34          0.719424      0.0527814
-1.75        35          0.716846      0.0527936
-1.75        36          0.716846      0.0526459
-1.75        37          0.716846      0.0527499
-1.75        38          0.70922      0.0526436
-1.75        39          0.699301      0.0526112
-1.75        40          0.692042      0.0526483
-1.75        41          0.689655      0.0525797
-1.75        42          0.689655      0.0525636
-1.75        43          0.689655      0.052767
-1.75        44          0.687285      0.0527659
-1.75        45          0.687285      0.0525889
-1.75        46          0.687285      0.0526307
-1.75        47          0.687285      0.0525857
-1.75        48          0.687285      0.0524345
-1.75        49          0.684932      0.052614
-1.75        50          0.684932      0.0526621
-1.75        51          0.684932      0.0524793
-1.75        52          0.684932      0.0524184
-1.75        53          0.684932      0.0526236
-1.75        54          0.684932      0.052675
-1.75        55          0.682594      0.0527828
-1.75        56          0.682594      0.0527956
-1.75        57          0.682594      0.0526741
-1.75        58          0.682594      0.0525048
-1.75        59          0.682594      0.0523578
-1.75        60          0.677966      0.052536
-1.75        61          0.677966      0.0525202
-1.75        62          0.677966      0.0524598
-1.75        63          0.673401      0.0523462
-1.75        64          0.666667      0.0519476
-1.75        65          0.666667      0.0519975
-1.75        66          0.666667      0.0519413
-1.75        67          0.666667      0.0520162
-1.75        68          0.666667      0.0520506
-1.75        69          0.666667      0.0519881
-1.75        70          0.666667      0.0519039
-1.75        71          0.664452      0.0518559
-1.75        72          0.664452      0.0519056
-1.75        73          0.664452      0.0519678
-1.75        74          0.664452      0.0519803
-1.75        75          0.664452      0.0519336
-1.75        76          0.664452      0.0519585
-1.75        77          0.664452      0.0519958
-1.75        78          0.664452      0.0519274
-1.75        79          0.664452      0.0520456
-1.75        80          0.664452      0.0518745
-1.75        81          0.660066      0.051838
-1.75        82          0.660066      0.0517824
-1.75        83          0.660066      0.0516959
-1.75        84          0.655738      0.0515012
-1.75        85          0.655738      0.0515902
-1.75        86          0.655738      0.0516639
-1.75        87          0.655738      0.0517898
-1.75        88          0.655738      0.0517714
-1.75        89          0.655738      0.0517437
-1.75        90          0.655738      0.051756
-1.75        91          0.655738      0.0517222
-1.75        92          0.655738      0.0516608
-1.75        93          0.655738      0.0516578
-1.75        94          0.655738      0.0516025
-1.75        95          0.655738      0.0515779
-1.75        96          0.655738      0.0515687
-1.75        97          0.655738      0.0514889
-1.75        98          0.655738      0.0514613
-1.75        99          0.655738      0.05136
-1.75        100          0.655738      0.051231
-1.75        101          0.653595      0.0511524
-1.75        102          0.653595      0.050877
-1.75        103          0.653595      0.0501671
-1.75        104          0.653595      0.0496285
-1.75        105          0.653595      0.048836
-1.75        106          0.653595      0.0479425
-1.75        107          0.653595      0.0472999
-1.75        108          0.653595      0.0467798
-1.75        109          0.653595      0.0461188
-1.75        110          0.653595      0.0454548
-1.75        111          0.653595      0.0448214
-1.75        112          0.647249      0.0441651
-1.75        113          0.638978      0.0436545
-1.75        114          0.630915      0.0431982
-1.75        115          0.621118      0.042696
-1.75        116          0.609756      0.0428342
-1.75        117          0.606061      0.0427761
-1.75        118          0.597015      0.042364
-1.75        119          0.595238      0.0419983
-1.75        120          0.58309      0.0414961
-1.75        121          0.57971      0.0416246
-1.75        122          0.576369      0.0414521
-1.75        123          0.561798      0.0405489
-1.75        124          0.550964      0.040533
-1.75        125          0.547945      0.0405751
-1.75        126          0.544959      0.0405071
-1.75        127          0.544959      0.0404306
-1.75        128          0.542005      0.0406276
-1.75        129          0.536193      0.0402772
-1.75        130          0.536193      0.0400137
-1.75        131          0.536193      0.0398605
-1.75        132          0.534759      0.0398941
-1.75        133          0.533333      0.0396529
-1.75        134          0.530504      0.0396512
-1.75        135          0.530504      0.0395096
-1.75        136          0.52356      0.0396935
-1.75        137          0.520833      0.0394258
-1.75        138          0.519481      0.0395326
-1.75        139          0.519481      0.0394256
-1.75        140          0.519481      0.0393623
-1.75        141          0.518135      0.0394981
-1.75        142          0.518135      0.0396776
-1.75        143          0.516796      0.0400347
-1.75        144          0.511509      0.0398335
-1.75        145          0.511509      0.0397545
-1.75        146          0.511509      0.0397641
-1.75        147          0.511509      0.0394935
-1.75        148          0.511509      0.0394025
-1.75        149          0.511509      0.0393737
-1.75        150          0.511509      0.0391965
-1.75        151          0.510204      0.039247
-1.75        152          0.510204      0.03913
-1.75        153          0.510204      0.0390512
-1.75        154          0.508906      0.0391924
-1.75        155          0.508906      0.0390185
-1.75        156          0.508906      0.0390971
-1.75        157          0.508906      0.0390256
-1.75        158          0.508906      0.038978
-1.75        159          0.507614      0.039112
-1.75        160          0.507614      0.0390597
-1.75        161          0.507614      0.0390977
-1.75        162          0.507614      0.0392308
-1.75        163          0.507614      0.0390929
-1.75        164          0.507614      0.0390953
-1.75        165          0.507614      0.0390977
-1.75        166          0.501253      0.0389293
-1.75        167          0.501253      0.0390208
-1.75        168          0.501253      0.0390325
-1.75        169          0.501253      0.0391358
-1.75        170          0.501253      0.0392015
-1.75        171          0.501253      0.0389668
-1.75        172          0.498753      0.0388659
-1.75        173          0.498753      0.0387841
-1.75        174          0.498753      0.0386861
-1.75        175          0.498753      0.0387117
-1.75        176          0.498753      0.0385857
-1.75        177          0.498753      0.0385973
-1.75        178          0.497512      0.0388437
-1.75        179          0.497512      0.0388507
-1.75        180          0.497512      0.0389322
-1.75        181          0.497512      0.0388134
-1.75        182          0.496278      0.0387613
-1.75        183          0.496278      0.0386892
-1.75        184          0.496278      0.0388217
-1.75        185          0.496278      0.0387194
-1.75        186          0.496278      0.0387194
-1.75        187          0.496278      0.0387357
-1.75        188          0.496278      0.0388008
-1.75        189          0.496278      0.0387798
-1.75        190          0.496278      0.0388193
-1.75        191          0.496278      0.0388124
-1.75        192          0.496278      0.0386614
-1.75        193          0.496278      0.0387613
-1.75        194          0.496278      0.0389611
-1.75        195          0.496278      0.0391539
-1.75        196          0.496278      0.039126
-1.75        197          0.496278      0.0390215
-1.75        198          0.496278      0.0390006
-1.75        199          0.496278      0.0391446
-1.75        200          0.496278      0.0390726
-1.5        1          1      0.0900468
-1.5        2          1      0.0770084
-1.5        3          1      0.0687734
-1.5        4          1      0.0632865
-1.5        5          1      0.058956
-1.5        6          1      0.0556648
-1.5        7          0.995025      0.0525323
-1.5        8          0.985222      0.0497269
-1.5        9          0.925926      0.0460622
-1.5        10          0.904977      0.04441
-1.5        11          0.851064      0.0430712
-1.5        12          0.813008      0.0423137
-1.5        13          0.790514      0.0404028
-1.5        14          0.75188      0.0389562
-1.5        15          0.716846      0.0377754
-1.5        16          0.673401      0.0363687
-1.5        17          0.630915      0.0355185
-1.5        18          0.60423      0.0341888
-1.5        19          0.591716      0.0340902
-1.5        20          0.569801      0.0337185
-1.5        21          0.547945      0.033282
-1.5        22          0.536193      0.033241
-1.5        23          0.527704      0.032732
-1.5        24          0.515464      0.0325447
-1.5        25          0.497512      0.0319959
-1.5        26          0.493827      0.0321543
-1.5        27          0.487805      0.0316776
-1.5        28          0.487805      0.031294
-1.5        29          0.484262      0.031112
-1.5        30          0.473934      0.0309943
-1.5        31          0.469484      0.0305758
-1.5        32          0.462963      0.0305673
-1.5        33          0.458716      0.0305145
-1.5        34          0.456621      0.0304371
-1.5        35          0.454545      0.030369
-1.5        36          0.454545      0.0301668
-1.5        37          0.453515      0.0301154
-1.5        38          0.44843      0.0301746
-1.5        39          0.44843      0.0300696
-1.5        40          0.445434      0.0299417
-1.5        41          0.445434      0.0299813
-1.5        42          0.444444      0.0299438
-1.5        43          0.438596      0.0298496
-1.5        44          0.436681      0.0298849
-1.5        45          0.436681      0.0299605
-1.5        46          0.436681      0.0300116
-1.5        47          0.436681      0.0300852
-1.5        48          0.43573      0.0302624
-1.5        49          0.434783      0.0301641
-1.5        50          0.434783      0.0302109
-1.5        51          0.434783      0.0301763
-1.5        52          0.434783      0.030158
-1.5        53          0.433839      0.0304074
-1.5        54          0.431965      0.030272
-1.5        55          0.431965      0.0302214
-1.5        56          0.431965      0.0300677
-1.5        57          0.431965      0.0298857
-1.5        58          0.429185      0.0297214
-1.5        59          0.426439      0.029711
-1.5        60          0.426439      0.029715
-1.5        61          0.426439      0.0296471
-1.5        62          0.424628      0.0295968
-1.5        63          0.424628      0.0296306
-1.5        64          0.424628      0.0296484
-1.5        65          0.424628      0.0295153
-1.5        66          0.424628      0.0295669
-1.5        67          0.424628      0.029565
-1.5        68          0.421053      0.0294934
-1.5        69          0.421053      0.0295742
-1.5        70          0.421053      0.0295052
-1.5        71          0.421053      0.0294993
-1.5        72          0.421053      0.0294934
-1.5        73          0.421053      0.0295013
-1.5        74          0.421053      0.0295368
-1.5        75          0.421053      0.0295308
-1.5        76          0.421053      0.0295427
-1.5        77          0.421053      0.0295722
-1.5        78          0.421053      0.0295584
-1.5        79          0.421053      0.0294402
-1.5        80          0.421053      0.0295446
-1.5        81          0.421053      0.0294934
-1.5        82          0.421053      0.0295486
-1.5        83          0.421053      0.0295644
-1.5        84          0.421053      0.0296314
-1.5        85          0.421053      0.0296018
-1.5        86          0.420168      0.0295377
-1.5        87          0.420168      0.0294826
-1.5        88          0.420168      0.0294688
-1.5        89          0.420168      0.0295082
-1.5        90          0.420168      0.0294255
-1.5        91          0.420168      0.0295101
-1.5        92          0.420168      0.0295082
-1.5        93          0.420168      0.0295731
-1.5        94          0.420168      0.0295849
-1.5        95          0.420168      0.0296242
-1.5        96          0.420168      0.0296222
-1.5        97          0.420168      0.0296852
-1.5        98          0.420168      0.0295062
-1.5        99          0.420168      0.0294826
-1.5        100          0.420168      0.0294767
-1.5        101          0.420168      0.0294963
-1.5        102          0.420168      0.0293528
-1.5        103          0.420168      0.0289633
-1.5        104          0.420168      0.028564
-1.5        105          0.420168      0.0283082
-1.5        106          0.420168      0.0277102
-1.5        107          0.420168      0.0271122
-1.5        108          0.420168      0.0266008
-1.5        109          0.420168      0.0263018
-1.5        110          0.417537      0.0260491
-1.5        111          0.413223      0.0256949
-1.5        112          0.411523      0.0251846
-1.5        113          0.409836      0.0245249
-1.5        114          0.404858      0.0242384
-1.5        115          0.392927      0.0235223
-1.5        116          0.384615      0.0231075
-1.5        117          0.378072      0.022902
-1.5        118          0.364299      0.0222707
-1.5        119          0.34904      0.0218379
-1.5        120          0.340136      0.0213333
-1.5        121          0.331126      0.0207868
-1.5        122          0.328947      0.0204853
-1.5        123          0.323102      0.0202075
-1.5        124          0.30303      0.0194444
-1.5        125          0.292398      0.0192564
-1.5        126          0.290698      0.0192261
-1.5        127          0.289436      0.0190586
-1.5        128          0.28777      0.0189893
-1.5        129          0.28777      0.0188802
-1.5        130          0.274725      0.0185234
-1.5        131          0.269179      0.0184191
-1.5        132          0.265604      0.0184108
-1.5        133          0.262812      0.0181618
-1.5        134          0.260078      0.0180825
-1.5        135          0.259067      0.0180316
-1.5        136          0.257732      0.0180557
-1.5        137          0.255428      0.0179266
-1.5        138          0.255428      0.0178656
-1.5        139          0.255102      0.0179085
-1.5        140          0.254777      0.0178845
-1.5        141          0.253485      0.0178899
-1.5        142          0.252207      0.0178741
-1.5        143          0.252207      0.0177773
-1.5        144          0.251889      0.0178516
-1.5        145          0.251889      0.0177301
-1.5        146          0.250313      0.017693
-1.5        147          0.248139      0.0175719
-1.5        148          0.247525      0.0175898
-1.5        149          0.244499      0.0173885
-1.5        150          0.244499      0.0173358
-1.5        151          0.244499      0.017282
-1.5        152          0.244499      0.0173805
-1.5        153          0.243902      0.0173335
-1.5        154          0.242424      0.0175145
-1.5        155          0.241255      0.0176784
-1.5        156          0.241255      0.0175802
-1.5        157          0.239234      0.0174442
-1.5        158          0.239234      0.0175024
-1.5        159          0.238379      0.0175101
-1.5        160          0.237248      0.0175381
-1.5        161          0.236967      0.0175617
-1.5        162          0.236967      0.0175495
-1.5        163          0.236967      0.0175473
-1.5        164          0.235849      0.0175573
-1.5        165          0.235849      0.0174667
-1.5        166          0.235849      0.0174855
-1.5        167          0.235849      0.017363
-1.5        168          0.235849      0.0173652
-1.5        169          0.235849      0.0174049
-1.5        170          0.235849      0.0174082
-1.5        171          0.235849      0.0173641
-1.5        172          0.235849      0.0173133
-1.5        173          0.235849      0.0172945
-1.5        174          0.235849      0.0173674
-1.5        175          0.234742      0.0174408
-1.5        176          0.234742      0.0174902
-1.5        177          0.234742      0.0174661
-1.5        178          0.234742      0.0174034
-1.5        179          0.234742      0.0174309
-1.5        180          0.234742      0.0173902
-1.5        181          0.230415      0.017211
-1.5        182          0.230415      0.0171333
-1.5        183          0.230415      0.017129
-1.5        184          0.230415      0.0170028
-1.5        185          0.230415      0.0169942
-1.5        186          0.230415      0.0169629
-1.5        187          0.230415      0.0170244
-1.5        188          0.230415      0.0170114
-1.5        189          0.230415      0.0170449
-1.5        190          0.230415      0.0170039
-1.5        191          0.228833      0.0168464
-1.5        192          0.228833      0.0168218
-1.5        193          0.228833      0.0168732
-1.5        194          0.228833      0.0168989
-1.5        195          0.228833      0.0169225
-1.5        196          0.228833      0.0169739
-1.5        197          0.228833      0.0168904
-1.5        198          0.22805      0.0169233
-1.5        199          0.227531      0.0168795
-1.5        200          0.227015      0.0169655
-1.25        1          1      0.0809363
-1.25        2          1      0.0654822
-1.25        3          1      0.0556882
-1.25        4          1      0.0483895
-1.25        5          1      0.0427013
-1.25        6          0.97561      0.0380058
-1.25        7          0.909091      0.0336525
-1.25        8          0.888889      0.0301332
-1.25        9          0.829876      0.0263804
-1.25        10          0.738007      0.0234013
-1.25        11          0.649351      0.0213137
-1.25        12          0.60423      0.0194989
-1.25        13          0.552486      0.0180748
-1.25        14          0.47619      0.0163925
-1.25        15          0.430108      0.0157303
-1.25        16          0.3861      0.014965
-1.25        17          0.357782      0.0150097
-1.25        18          0.332779      0.0145388
-1.25        19          0.314961      0.014334
-1.25        20          0.298507      0.0144614
-1.25        21          0.281294      0.0139725
-1.25        22          0.271739      0.0137205
-1.25        23          0.262812      0.0134531
-1.25        24          0.241546      0.012792
-1.25        25          0.235571      0.0125958
-1.25        26          0.234192      0.0127073
-1.25        27          0.228833      0.0124819
-1.25        28          0.220994      0.0123233
-1.25        29          0.220264      0.0121279
-1.25        30          0.21322      0.0117331
-1.25        31          0.208768      0.0116895
-1.25        32          0.201005      0.0112971
-1.25        34          0.195695      0.0111443
-1.25        33          0.195122      0.0112497
-1.25        35          0.193237      0.0112179
-1.25        36          0.188324      0.0111487
-1.25        37          0.185357      0.0109826
-1.25        38          0.183318      0.0110111
-1.25        39          0.182149      0.0111251
-1.25        40          0.180832      0.011048
-1.25        41          0.180832      0.011004
-1.25        42          0.180018      0.0110834
-1.25        43          0.179211      0.0111143
-1.25        44          0.178412      0.0110931
-1.25        45          0.178412      0.0109745
-1.25        46          0.17762      0.0109707
-1.25        47          0.176835      0.0110133
-1.25        48          0.176211      0.0109497
-1.25        49          0.176211      0.0109332
-1.25        50          0.175747      0.0109225
-1.25        51          0.174825      0.0108996
-1.25        52          0.172117      0.0108403
-1.25        53          0.170648      0.0108445
-1.25        54          0.170648      0.0109292
-1.25        55          0.169492      0.0108575
-1.25        56          0.169205      0.0108177
-1.25        57          0.168492      0.0107974
-1.25        58          0.168492      0.0107871
-1.25        59          0.168492      0.0107595
-1.25        60          0.168492      0.0107406
-1.25        61          0.168492      0.0106475
-1.25        62          0.168492      0.0106325
-1.25        63          0.167084      0.0105609
-1.25        64          0.166945      0.0106123
-1.25        65          0.166945      0.0106115
-1.25        66          0.165563      0.0106213
-1.25        67          0.165563      0.0105942
-1.25        68          0.165289      0.0105999
-1.25        69          0.165289      0.0106053
-1.25        70          0.165289      0.0105627
-1.25        71          0.163132      0.0104592
-1.25        72          0.162206      0.0104021
-1.25        73          0.162206      0.0104059
-1.25        74          0.162206      0.0104599
-1.25        75          0.161812      0.0104451
-1.25        76          0.161812      0.0103686
-1.25        77          0.161812      0.0103746
-1.25        78          0.161812      0.010386
-1.25        79          0.161812      0.0104731
-1.25        80          0.161812      0.0105769
-1.25        81          0.161812      0.010567
-1.25        82          0.16116      0.0105313
-1.25        83          0.16116      0.0105192
-1.25        84          0.16116      0.0105116
-1.25        85          0.16116      0.0104784
-1.25        86          0.16116      0.010492
-1.25        87          0.16116      0.0104219
-1.25        88          0.16116      0.0104271
-1.25        89          0.16116      0.0103887
-1.25        90          0.16116      0.0103479
-1.25        91          0.16116      0.0104037
-1.25        92          0.16116      0.0103547
-1.25        93          0.16116      0.0103705
-1.25        94          0.16116      0.0103434
-1.25        95          0.16116      0.0102876
-1.25        96          0.16116      0.0102762
-1.25        97          0.160643      0.0103478
-1.25        98          0.160514      0.0103823
-1.25        99          0.160514      0.0103808
-1.25        100          0.160514      0.010383
-1.25        101          0.160514      0.0104056
-1.25        102          0.160514      0.0103537
-1.25        103          0.160514      0.0101779
-1.25        104          0.159872      0.0098962
-1.25        105          0.159872      0.00964172
-1.25        106          0.159872      0.00944712
-1.25        107          0.157729      0.00921709
-1.25        108          0.157729      0.00891507
-1.25        109          0.15625      0.00853962
-1.25        110          0.1554      0.00828073
-1.25        111          0.154202      0.00820822
-1.25        112          0.150716      0.00780674
-1.25        113          0.150716      0.00758871
-1.25        114          0.147493      0.0073263
-1.25        115          0.143472      0.0071595
-1.25        116          0.13468      0.00702846
-1.25        117          0.130976      0.00685109
-1.25        118          0.125471      0.00682099
-1.25        119          0.123457      0.0068196
-1.25        120          0.121139      0.00673409
-1.25        121          0.12012      0.00661392
-1.25        122          0.118133      0.0066074
-1.25        123          0.115407      0.00659915
-1.25        124          0.112486      0.00667069
-1.25        125          0.111483      0.00654491
-1.25        126          0.110865      0.00662178
-1.25        127          0.10433      0.00632132
-1.25        128          0.101215      0.00618044
-1.25        129          0.0992556      0.00614353
-1.25        130          0.097561      0.00607564
-1.25        131          0.097229      0.00603949
-1.25        132          0.0954654      0.00601664
-1.25        133          0.0936768      0.00591269
-1.25        134          0.0931099      0.00586034
-1.25        135          0.0922084      0.0058295
-1.25        136          0.0919963      0.00582256
-1.25        137          0.0919963      0.00577733
-1.25        138          0.0910332      0.00572879
-1.25        139          0.0883002      0.00558656
-1.25        140          0.0873744      0.00553412
-1.25        141          0.0852152      0.00546638
-1.25        142          0.0852152      0.00545241
-1.25        143          0.0845666      0.005422
-1.25        144          0.0845666      0.00537726
-1.25        145          0.084246      0.00537344
-1.25        146          0.0842105      0.0053901
-1.25        147          0.0829187      0.00539011
-1.25        148          0.0819672      0.00531712
-1.25        149          0.081666      0.00530408
-1.25        150          0.0809717      0.00533708
-1.25        151          0.0809717      0.00532192
-1.25        152          0.0809389      0.00538342
-1.25        153          0.0794597      0.00529359
-1.25        154          0.0792707      0.0052669
-1.25        155          0.0791139      0.00525019
-1.25        156          0.0791139      0.00523982
-1.25        157          0.0791139      0.00521611
-1.25        158          0.0787712      0.00525952
-1.25        159          0.0786782      0.00524669
-1.25        160          0.078064      0.00529052
-1.25        161          0.0777907      0.00537361
-1.25        162          0.0776096      0.00539852
-1.25        163          0.0776096      0.00539271
-1.25        164          0.0776096      0.00535674
-1.25        165          0.0776096      0.00535819
-1.25        166          0.0776096      0.00537309
-1.25        167          0.0758438      0.0053364
-1.25        168          0.0758438      0.00530267
-1.25        169          0.0755572      0.00531518
-1.25        170          0.0755572      0.00532332
-1.25        171          0.0755572      0.00532721
-1.25        172          0.0755572      0.00529679
-1.25        173          0.0755572      0.00530422
-1.25        174          0.0755572      0.00524691
-1.25        175          0.0755572      0.00524019
-1.25        176          0.0755572      0.00522463
-1.25        177          0.0755572      0.00518642
-1.25        178          0.0755572      0.00519704
-1.25        179          0.0755572      0.00519704
-1.25        180          0.0755572      0.00518218
-1.25        181          0.0755572      0.00520305
-1.25        182          0.0755572      0.00522321
-1.25        183          0.0753296      0.00525649
-1.25        184          0.0753296      0.00527166
-1.25        185          0.0753296      0.00529494
-1.25        186          0.0753296      0.00532632
-1.25        187          0.0753296      0.00531574
-1.25        188          0.0753296      0.00529423
-1.25        189          0.0753296      0.00528823
-1.25        190          0.0753296      0.00529352
-1.25        191          0.0753296      0.00534008
-1.25        192          0.0753296      0.00529987
-1.25        193          0.0753296      0.00525262
-1.25        194          0.0753296      0.00528189
-1.25        195          0.0753296      0.00528118
-1.25        196          0.0753296      0.0052572
-1.25        197          0.0753296      0.00525015
-1.25        198          0.0753296      0.00523428
-1.25        199          0.0753296      0.00523921
-1.25        200          0.0753296      0.00522511
-1        1          1      0.0743258
-1        2          1      0.0586798
-1        3          1      0.0470412
-1        4          1      0.0387453
