Extra_VNs,Payload_VNs
2,661
3,631
6,294
10,446
11,25
12,978
14,172
17,113
19,364
22,202
23,464
26,326
28,954
29,923
30,68
33,695
34,256
35,376
36,492
37,941
41,367
42,981
43,282
45,616
47,598
48,462
49,613
50,582
51,191
54,138
59,1008
61,185
62,35
68,493
70,780
71,586
73,212
74,299
75,381
79,972
80,154
81,747
82,569
83,291
85,160
89,383
94,431
96,99
