Extra_VNs,Payload_VNs
1,31
4,722
5,673
7,397
8,821
9,361
13,503
15,733
16,647
18,468
20,141
21,173
24,748
25,11
27,398
31,123
32,797
38,574
39,329
40,316
44,9
46,507
52,73
53,152
55,189
56,104
57,819
58,817
60,721
63,144
64,670
65,523
66,966
67,653
69,811
72,466
76,450
77,830
78,96
84,131
86,180
87,418
88,829
90,796
91,69
92,426
93,538
95,442
