SNR     iteration      FER     BER
-1.75        3          1      0.0734325
-1.75        4          1      0.06813
-1.75        5          1      0.0637897
-1.75        6          1      0.0599008
-1.75        7          0.995025      0.0568882
-1.75        8          0.990099      0.054092
-1.75        9          0.970874      0.0504989
-1.75        10          0.938967      0.0484667
-1.75        11          0.873362      0.0464234
-1.75        12          0.840336      0.0454307
-1.75        13          0.803213      0.0448142
-1.75        14          0.784314      0.0435263
-1.75        15          0.757576      0.0430383
-1.75        16          0.70922      0.0413923
-1.75        17          0.682594      0.0407017
-1.75        18          0.638978      0.0396952
-1.75        19          0.625      0.0392392
-1.75        20          0.617284      0.0385588
-1.75        21          0.595238      0.0376748
-1.75        22          0.581395      0.0372168
-1.75        23          0.578035      0.0367063
-1.75        24          0.568182      0.0368163
-1.75        25          0.557103      0.0368998
-1.75        26          0.546448      0.0365329
-1.75        27          0.536193      0.0362223
-1.75        28          0.52356      0.0359636
-1.75        29          0.518135      0.0358145
-1.75        30          0.516796      0.0355733
-1.75        31          0.510204      0.0354789
-1.75        32          0.505051      0.0354462
-1.75        33          0.505051      0.0352884
-1.75        34          0.502513      0.0351161
-1.75        35          0.498753      0.0349622
-1.75        36          0.496278      0.0350496
-1.75        37          0.49505      0.0348966
-1.75        38          0.4914      0.0351293
-1.75        39          0.488998      0.0350157
-1.75        40          0.481928      0.0346959
-1.75        41          0.481928      0.0346409
-1.75        42          0.478469      0.0346036
-1.75        43          0.477327      0.0346607
-1.75        44          0.477327      0.0345281
-1.75        45          0.473934      0.0343484
-1.75        46          0.470588      0.0341947
-1.75        47          0.470588      0.0340546
-1.75        48          0.46729      0.0338785
-1.75        49          0.46729      0.0337325
-1.75        50          0.46729      0.0338484
-1.75        51          0.46729      0.0337974
-1.75        52          0.46729      0.0338739
-1.75        53          0.46729      0.0339944
-1.75        54          0.465116      0.0338801
-1.75        55          0.464037      0.0339005
-1.75        56          0.464037      0.0338314
-1.75        57          0.464037      0.0337048
-1.75        58          0.461894      0.0337233
-1.75        59          0.460829      0.033865
-1.75        60          0.460829      0.0339085
-1.75        61          0.460829      0.033993
-1.75        62          0.45045      0.0333481
-1.75        63          0.45045      0.0331671
-1.75        64          0.45045      0.0329682
-1.75        65          0.45045      0.0329727
-1.75        66          0.45045      0.0328409
-1.75        67          0.449438      0.0328139
-1.75        68          0.449438      0.0327247
-1.75        69          0.44843      0.0328627
-1.75        70          0.44843      0.032836
-1.75        71          0.44843      0.0327203
-1.75        72          0.44843      0.0327626
-1.75        73          0.44843      0.0327159
-1.75        74          0.44843      0.0327136
-1.75        75          0.44843      0.0327336
-1.75        76          0.44843      0.032767
-1.75        77          0.44843      0.0327425
-1.75        78          0.44843      0.0328182
-1.75        79          0.44843      0.0328093
-1.75        80          0.44843      0.0329628
-1.75        81          0.44843      0.0330117
-1.75        82          0.441501      0.0328388
-1.75        83          0.441501      0.0329505
-1.75        84          0.441501      0.032968
-1.75        85          0.441501      0.032852
-1.75        86          0.441501      0.0329571
-1.75        87          0.441501      0.0329308
-1.75        88          0.441501      0.0327775
-1.75        89          0.441501      0.0326505
-1.75        90          0.441501      0.0326658
-1.75        91          0.441501      0.0327512
-1.75        92          0.436681      0.0326969
-1.75        93          0.436681      0.0326103
-1.75        94          0.436681      0.0323482
-1.75        95          0.436681      0.0321836
-1.75        96          0.436681      0.0321121
-1.75        97          0.436681      0.0320579
-1.75        98          0.436681      0.0320601
-1.75        99          0.436681      0.0320493
-1.75        100          0.436681      0.0321511
-1.75        101          0.436681      0.0321251
-1.75        102          0.436681      0.0321251
-1.75        103          0.436681      0.0321251
-1.75        104          0.436681      0.0320883
-1.75        105          0.436681      0.0320471
-1.75        106          0.436681      0.0321814
-1.75        107          0.436681      0.0323374
-1.75        108          0.436681      0.0324218
-1.75        109          0.436681      0.032541
-1.75        110          0.436681      0.0324132
-1.75        111          0.433839      0.0323163
-1.75        112          0.433839      0.0322754
-1.75        113          0.433839      0.0320903
-1.75        114          0.433839      0.0321807
-1.75        115          0.433839      0.0320473
-1.75        116          0.433839      0.0320236
-1.75        117          0.433839      0.0318622
-1.75        118          0.433839      0.0318386
-1.75        119          0.433839      0.0318795
-1.75        120          0.4329      0.032066
-1.75        121          0.4329      0.0321218
-1.75        122          0.4329      0.032358
-1.75        123          0.4329      0.0323838
-1.75        124          0.4329      0.0324203
-1.75        125          0.4329      0.0324954
-1.75        126          0.4329      0.0325985
-1.75        127          0.4329      0.0325749
-1.75        128          0.4329      0.0324418
-1.75        129          0.4329      0.0325169
-1.75        130          0.4329      0.032401
-1.75        131          0.4329      0.0323731
-1.75        132          0.4329      0.032358
-1.75        133          0.4329      0.0322464
-1.75        134          0.4329      0.0321712
-1.75        135          0.4329      0.0321712
-1.75        136          0.4329      0.0322893
-1.75        137          0.4329      0.0322421
-1.75        138          0.4329      0.0321304
-1.75        139          0.4329      0.0321669
-1.75        140          0.4329      0.0321497
-1.75        141          0.4329      0.0321132
-1.75        142          0.4329      0.0321089
-1.75        143          0.4329      0.0320982
-1.75        144          0.4329      0.0321433
-1.75        145          0.4329      0.0320896
-1.75        146          0.4329      0.0321476
-1.75        147          0.4329      0.0320918
-1.75        148          0.4329      0.0322099
-1.75        149          0.4329      0.0322528
-1.75        150          0.4329      0.0321991
-1.75        151          0.4329      0.0321669
-1.75        152          0.4329      0.032343
-1.75        153          0.4329      0.0324203
-1.75        154          0.4329      0.0323537
-1.75        155          0.4329      0.0322721
-1.75        156          0.4329      0.0322313
-1.75        157          0.4329      0.032154
-1.75        158          0.4329      0.0321862
-1.75        159          0.4329      0.0320767
-1.75        160          0.4329      0.0320574
-1.75        161          0.4329      0.032051
-1.75        162          0.430108      0.0322175
-1.75        163          0.430108      0.0323178
-1.75        164          0.430108      0.0324586
-1.75        165          0.430108      0.032401
-1.75        166          0.430108      0.0323711
-1.75        167          0.430108      0.0323285
-1.75        168          0.430108      0.0322303
-1.75        169          0.430108      0.0322133
-1.75        170          0.430108      0.0321642
-1.75        171          0.430108      0.0321834
-1.75        172          0.430108      0.0322261
-1.75        173          0.430108      0.0321493
-1.75        174          0.430108      0.0320063
-1.75        175          0.430108      0.0319103
-1.75        176          0.430108      0.0318058
-1.75        177          0.430108      0.0317546
-1.75        178          0.430108      0.031842
-1.75        179          0.430108      0.0316692
-1.75        180          0.430108      0.0316372
-1.75        181          0.430108      0.0316138
-1.75        182          0.430108      0.0316586
-1.75        183          0.430108      0.0316628
-1.75        184          0.430108      0.0317098
-1.75        185          0.430108      0.0316543
-1.75        186          0.430108      0.0315583
-1.75        187          0.430108      0.0317674
-1.75        188          0.430108      0.0318335
-1.75        189          0.430108      0.0319274
-1.75        190          0.430108      0.0322453
-1.75        191          0.430108      0.0323285
-1.75        192          0.430108      0.0323413
-1.75        193          0.430108      0.0322943
-1.75        194          0.430108      0.0321834
-1.75        195          0.430108      0.0322325
-1.75        196          0.430108      0.0321983
-1.75        197          0.430108      0.0321045
-1.75        198          0.430108      0.0319402
-1.75        199          0.430108      0.0319039
-1.75        200          0.430108      0.0319146
-1.5        1          1      0.0848413
-1.5        2          1      0.0698016
-1.5        3          1      0.0595933
-1.5        4          1      0.0520139
-1.5        5          1      0.0456597
-1.5        6          0.990099      0.0403996
-1.5        7          0.956938      0.0358614
-1.5        8          0.900901      0.0324432
-1.5        9          0.806452      0.0293419
-1.5        10          0.722022      0.0274805
-1.5        11          0.645161      0.0245456
-1.5        12          0.591716      0.023111
-1.5        13          0.522193      0.0223538
-1.5        14          0.461894      0.0207692
-1.5        15          0.431034      0.0204955
-1.5        16          0.401606      0.0192875
-1.5        17          0.379507      0.0183108
-1.5        18          0.36036      0.0178911
-1.5        19          0.326264      0.0166158
-1.5        20          0.310559      0.0165216
-1.5        21          0.294985      0.0158613
-1.5        22          0.286944      0.0157549
-1.5        23          0.276625      0.0154833
-1.5        24          0.269179      0.0155125
-1.5        25          0.258398      0.0150104
-1.5        26          0.251572      0.0147786
-1.5        27          0.2457      0.014519
-1.5        28          0.233372      0.0141702
-1.5        29          0.225479      0.0139079
-1.5        30          0.221239      0.0139262
-1.5        31          0.220264      0.0139042
-1.5        32          0.21692      0.0139588
-1.5        33          0.216685      0.0139072
-1.5        34          0.214823      0.0138995
-1.5        35          0.214362      0.0138761
-1.5        36          0.212314      0.0138173
-1.5        37          0.209424      0.01373
-1.5        38          0.208986      0.0136598
-1.5        39          0.207039      0.0135253
-1.5        40          0.206612      0.013521
-1.5        41          0.206398      0.0135551
-1.5        42          0.205339      0.0134967
-1.5        43          0.205339      0.0134265
-1.5        44          0.204918      0.0134538
-1.5        45          0.203046      0.0135082
-1.5        46          0.20202      0.0134179
-1.5        47          0.20141      0.0134183
-1.5        48          0.198807      0.0134816
-1.5        49          0.19802      0.0135834
-1.5        50          0.196078      0.0135115
-1.5        51          0.194553      0.0136003
-1.5        52          0.194553      0.0135724
-1.5        53          0.194553      0.0135569
-1.5        54          0.194553      0.0135405
-1.5        55          0.194175      0.0134882
-1.5        56          0.194175      0.013389
-1.5        57          0.194175      0.0133254
-1.5        58          0.189934      0.0131022
-1.5        59          0.188501      0.013067
-1.5        60          0.187617      0.0131006
-1.5        61          0.187617      0.0129722
-1.5        62          0.187441      0.0129759
-1.5        63          0.187441      0.0129126
-1.5        64          0.187441      0.0128922
-1.5        65          0.187441      0.0129015
-1.5        66          0.186393      0.0128358
-1.5        67          0.186393      0.0128931
-1.5        68          0.186393      0.0128238
-1.5        69          0.185874      0.0128867
-1.5        70          0.184672      0.012906
-1.5        71          0.184332      0.0129572
-1.5        72          0.184332      0.0129316
-1.5        73          0.184332      0.0130193
-1.5        74          0.184332      0.0129956
-1.5        75          0.182149      0.0128688
-1.5        76          0.182149      0.012848
-1.5        77          0.182149      0.012876
-1.5        78          0.181159      0.0127881
-1.5        79          0.181159      0.0127755
-1.5        80          0.181159      0.0127557
-1.5        81          0.181159      0.0127818
-1.5        82          0.180995      0.0128079
-1.5        83          0.180995      0.0128861
-1.5        84          0.180995      0.0129094
-1.5        85          0.18018      0.0128941
-1.5        86          0.179856      0.0129798
-1.5        87          0.179856      0.013053
-1.5        88          0.179856      0.0131172
-1.5        89          0.179856      0.0130574
-1.5        90          0.179856      0.0129753
-1.5        91          0.179856      0.0128772
-1.5        92          0.179856      0.0127951
-1.5        93          0.179211      0.012775
-1.5        94          0.179051      0.0128364
-1.5        95          0.179051      0.012816
-1.5        96          0.179051      0.0127636
-1.5        97          0.179051      0.0128347
-1.5        98          0.179051      0.0128107
-1.5        99          0.179051      0.0128604
-1.5        100          0.179051      0.0128231
-1.5        101          0.179051      0.0127982
-1.5        102          0.179051      0.0127991
-1.5        103          0.179051      0.0127601
-1.5        104          0.179051      0.0128267
-1.5        105          0.179051      0.0128329
-1.5        106          0.178891      0.0128897
-1.5        107          0.178253      0.0128544
-1.5        108          0.178253      0.0127447
-1.5        109          0.178253      0.012758
-1.5        110          0.178253      0.0127447
-1.5        111          0.177305      0.0127165
-1.5        112          0.177305      0.0126682
-1.5        113          0.176991      0.0127845
-1.5        114          0.176991      0.0127634
-1.5        115          0.176991      0.0127748
-1.5        116          0.176991      0.0127967
-1.5        117          0.176991      0.0128433
-1.5        118          0.176991      0.0128099
-1.5        119          0.176991      0.0128275
-1.5        120          0.176991      0.0128257
-1.5        121          0.176991      0.0127765
-1.5        122          0.176991      0.0127678
-1.5        123          0.176523      0.0127839
-1.5        124          0.176523      0.0127909
-1.5        125          0.176367      0.0127708
-1.5        126          0.176367      0.0126877
-1.5        127          0.176367      0.0125906
-1.5        128          0.176367      0.0125801
-1.5        129          0.176367      0.0125618
-1.5        130          0.176367      0.0125924
-1.5        131          0.176367      0.012644
-1.5        132          0.176367      0.0127534
-1.5        133          0.176367      0.0126965
-1.5        134          0.176367      0.0127052
-1.5        135          0.176367      0.0127866
-1.5        136          0.176367      0.0127542
-1.5        137          0.176367      0.0127315
-1.5        138          0.176367      0.0127455
-1.5        139          0.176367      0.0127805
-1.5        140          0.176367      0.0127883
-1.5        141          0.176367      0.0127612
-1.5        142          0.176367      0.0127787
-1.5        143          0.176367      0.012805
-1.5        144          0.176367      0.0127918
-1.5        145          0.176367      0.0127131
-1.5        146          0.176367      0.0126667
-1.5        147          0.176367      0.0126536
-1.5        148          0.176367      0.0126422
-1.5        149          0.175593      0.0126503
-1.5        150          0.175593      0.012659
-1.5        151          0.175439      0.0127689
-1.5        152          0.175439      0.0128081
-1.5        153          0.175439      0.0128002
-1.5        154          0.175439      0.0128107
-1.5        155          0.175439      0.0127785
-1.5        156          0.175439      0.0127358
-1.5        157          0.175439      0.0127184
-1.5        158          0.175439      0.0127228
-1.5        159          0.175439      0.0127524
-1.5        160          0.175439      0.0128107
-1.5        161          0.175439      0.0127567
-1.5        162          0.175439      0.0127463
-1.5        163          0.175439      0.0126854
-1.5        164          0.175439      0.012654
-1.5        165          0.175439      0.0126827
-1.5        166          0.175439      0.0126558
-1.5        167          0.175439      0.012681
-1.5        168          0.175439      0.0126941
-1.5        169          0.175439      0.012688
-1.5        170          0.175439      0.0127471
-1.5        171          0.175439      0.0127846
-1.5        172          0.175439      0.0126767
-1.5        173          0.175439      0.0127384
-1.5        174          0.175439      0.0127463
-1.5        175          0.175439      0.012735
-1.5        176          0.175439      0.0128159
-1.5        177          0.175439      0.0128115
-1.5        178          0.175439      0.0128385
-1.5        179          0.175439      0.012835
-1.5        180          0.175439      0.0128551
-1.5        181          0.175439      0.0127793
-1.5        182          0.175439      0.0127811
-1.5        183          0.175439      0.0127167
-1.5        184          0.175439      0.0126819
-1.5        185          0.175439      0.0126157
-1.5        186          0.175439      0.0125444
-1.5        187          0.175439      0.0124965
-1.5        188          0.175439      0.0124869
-1.5        189          0.174368      0.012518
-1.5        190          0.174368      0.0125422
-1.5        191          0.174368      0.0125595
-1.5        192          0.174368      0.0124929
-1.5        193          0.174368      0.0124661
-1.5        194          0.174368      0.0124445
-1.5        195          0.174368      0.0125163
-1.5        196          0.174368      0.0126088
-1.5        197          0.173611      0.0128133
-1.5        198          0.173611      0.0127298
-1.5        199          0.173611      0.012654
-1.5        200          0.173611      0.0126953
-1.25        1          1      0.0773413
-1.25        2          1      0.0602431
-1.25        3          1      0.0487103
-1.25        4          1      0.0404514
-1.25        5          0.980392      0.0339636
-1.25        6          0.925926      0.0283381
-1.25        7          0.854701      0.0232372
-1.25        8          0.75188      0.019569
-1.25        9          0.607903      0.0154901
-1.25        10          0.493827      0.0140261
-1.25        11          0.444444      0.0122906
-1.25        12          0.389864      0.0111796
-1.25        13          0.318979      0.00983361
-1.25        14          0.27972      0.00909507
-1.25        15          0.244499      0.00857929
-1.25        16          0.221239      0.00820867
-1.25        17          0.200401      0.0079206
-1.25        18          0.176991      0.00754583
-1.25        19          0.158983      0.00711084
-1.25        20          0.144928      0.00694373
-1.25        21          0.136705      0.00671457
-1.25        22          0.131752      0.00672878
-1.25        23          0.126422      0.00640201
-1.25        24          0.121877      0.00617667
-1.25        25          0.116822      0.00589733
-1.25        26          0.115875      0.00586616
-1.25        27          0.111359      0.00584025
-1.25        28          0.107124      0.0057494
-1.25        29          0.1002      0.00547971
-1.25        30          0.0971817      0.0054067
-1.25        31          0.0959233      0.00534668
-1.25        32          0.0906618      0.00525308
-1.25        33          0.0904977      0.0052135
-1.25        34          0.0881057      0.00511372
-1.25        35          0.0859845      0.00499529
-1.25        36          0.0840336      0.00486861
-1.25        37          0.0834725      0.00481374
-1.25        38          0.0808734      0.00475091
-1.25        39          0.0802246      0.00472116
-1.25        40          0.0796813      0.00472475
-1.25        41          0.0791766      0.00475727
-1.25        42          0.0784314      0.00476541
-1.25        43          0.076599      0.00470043
-1.25        44          0.0764818      0.00469665
-1.25        45          0.0758438      0.00467854
-1.25        46          0.0749344      0.00465032
-1.25        47          0.0749344      0.00460312
-1.25        48          0.0739919      0.00450851
-1.25        49          0.0732332      0.00446665
-1.25        50          0.0732332      0.00445539
-1.25        51          0.0731529      0.00449985
-1.25        52          0.0724638      0.00448729
-1.25        53          0.0711238      0.0044477
-1.25        54          0.070922      0.00445936
-1.25        55          0.0704473      0.00446446
-1.25        56          0.0704473      0.00443476
-1.25        57          0.0702247      0.00439532
-1.25        58          0.0698568      0.00438164
-1.25        59          0.0693722      0.00439495
-1.25        60          0.0693722      0.0043922
-1.25        61          0.0693722      0.00439942
-1.25        62          0.0688231      0.00441752
-1.25        63          0.0682594      0.00442162
-1.25        64          0.0682594      0.00438709
-1.25        65          0.0682594      0.00438607
-1.25        66          0.0681199      0.00442982
-1.25        67          0.0677277      0.0044023
-1.25        68          0.0677277      0.00439659
-1.25        69          0.0675904      0.00436857
-1.25        70          0.0664673      0.00431971
-1.25        71          0.0662252      0.00426325
-1.25        72          0.0662252      0.0042685
-1.25        73          0.0659848      0.00421995
-1.25        74          0.0648088      0.00416242
-1.25        75          0.063593      0.00408181
-1.25        76          0.0631912      0.00404317
-1.25        77          0.0631912      0.00407921
-1.25        78          0.0631912      0.00407357
-1.25        79          0.0631912      0.00406072
-1.25        80          0.0631912      0.00406323
-1.25        81          0.0631712      0.00410456
-1.25        82          0.0630318      0.00412896
-1.25        83          0.0623441      0.00411762
-1.25        84          0.0623441      0.00414731
-1.25        85          0.0623441      0.00415318
-1.25        86          0.0623441      0.00415844
-1.25        87          0.0623441      0.00418442
-1.25        88          0.0623441      0.00417452
-1.25        89          0.0623441      0.00416246
-1.25        90          0.0623441      0.00412937
-1.25        91          0.0618812      0.00413155
-1.25        92          0.0618812      0.00410761
-1.25        93          0.0618812      0.00411528
-1.25        94          0.0618812      0.00409595
-1.25        95          0.0618812      0.00404929
-1.25        96          0.0618812      0.00402811
-1.25        97          0.0618812      0.00399649
-1.25        98          0.0618812      0.00398391
-1.25        99          0.0618047      0.00399002
-1.25        100          0.0618047      0.00398879
-1.25        101          0.0617093      0.00401447
-1.25        102          0.0617093      0.00402794
-1.25        103          0.0617093      0.00401723
-1.25        104          0.0617093      0.00405212
-1.25        105          0.0617093      0.00406131
-1.25        106          0.0617093      0.00406988
-1.25        107          0.0615574      0.00409803
-1.25        108          0.0615574      0.00410077
-1.25        109          0.0611995      0.00406691
-1.25        110          0.0611434      0.00412566
-1.25        111          0.0611434      0.00408563
-1.25        112          0.0611434      0.00408168
-1.25        113          0.0609756      0.00407805
-1.25        114          0.0609756      0.00407653
-1.25        115          0.0609756      0.00408379
-1.25        116          0.0607349      0.00409057
-1.25        117          0.0607349      0.00406074
-1.25        118          0.0607349      0.00406165
-1.25        119          0.0607349      0.00404688
-1.25        120          0.0607349      0.00406134
-1.25        121          0.0607349      0.00403634
-1.25        122          0.0607349      0.00401405
-1.25        123          0.06035      0.00403202
-1.25        124          0.0598444      0.00401041
-1.25        125          0.0598444      0.00403326
-1.25        126          0.0598444      0.00408848
-1.25        127          0.0598444      0.00411994
-1.25        128          0.0598444      0.0040962
-1.25        129          0.0598444      0.00411668
-1.25        130          0.0598444      0.0041425
-1.25        131          0.0598444      0.00411401
-1.25        132          0.0598444      0.00409412
-1.25        133          0.0598444      0.00404039
-1.25        134          0.0595061      0.00401135
-1.25        135          0.0595061      0.00399984
-1.25        136          0.0595061      0.00401253
-1.25        137          0.0595061      0.00397091
-1.25        138          0.0595061      0.00398301
-1.25        139          0.0595061      0.00396383
-1.25        140          0.0595061      0.00397534
-1.25        141          0.0595061      0.00401784
-1.25        142          0.0595061      0.00403703
-1.25        143          0.0595061      0.0040326
-1.25        144          0.0595061      0.00403821
-1.25        145          0.0595061      0.00402994
-1.25        146          0.0595061      0.00403378
-1.25        147          0.0595061      0.0040512
-1.25        148          0.0595061      0.0040512
-1.25        149          0.0595061      0.0040692
-1.25        150          0.0595061      0.00408573
-1.25        151          0.0595061      0.00407274
-1.25        152          0.0595061      0.0040813
-1.25        153          0.0595061      0.00406802
-1.25        154          0.0595061      0.00407186
-1.25        155          0.0595061      0.0040757
-1.25        156          0.0592066      0.00407457
-1.25        157          0.0592066      0.00404167
-1.25        158          0.0592066      0.00405107
-1.25        159          0.0592066      0.00402993
-1.25        160          0.0592066      0.00402024
-1.25        161          0.0592066      0.00398118
-1.25        162          0.0589797      0.00396153
-1.25        163          0.0589797      0.00396621
-1.25        164          0.0589797      0.00395392
-1.25        165          0.0589797      0.00396328
-1.25        166          0.0589797      0.00398464
-1.25        167          0.0589797      0.00400219
-1.25        168          0.0589797      0.00406158
-1.25        169          0.0589797      0.00407328
-1.25        170          0.0589797      0.00406363
-1.25        171          0.0589797      0.00406334
-1.25        172          0.0589797      0.00407153
-1.25        173          0.0589797      0.00404578
-1.25        174          0.0589797      0.0040332
-1.25        175          0.0589797      0.00402472
-1.25        176          0.0587889      0.00401433
-1.25        177          0.0587889      0.00402308
-1.25        178          0.0587889      0.00401025
-1.25        179          0.0587889      0.003991
-1.25        180          0.0587889      0.0039805
-1.25        181          0.0587889      0.00397963
-1.25        182          0.0587889      0.00398517
-1.25        183          0.0587889      0.00395571
-1.25        184          0.0587889      0.00396009
-1.25        185          0.0587889      0.00392305
-1.25        186          0.0587889      0.00394376
-1.25        187          0.0587889      0.00391897
-1.25        188          0.0587889      0.00394084
-1.25        189          0.0587889      0.0039633
-1.25        190          0.0587889      0.00398108
-1.25        191          0.0587889      0.00396592
-1.25        192          0.0587889      0.00397584
-1.25        193          0.0587889      0.00397788
-1.25        194          0.0587889      0.00400966
-1.25        195          0.0587889      0.00399537
-1.25        196          0.0584283      0.0039839
