Extra_VNs,Payload_VNs
1,746
2,748
3,752
4,773
5,777
6,778
7,780
8,789
9,819
10,820
11,832
12,842
13,879
14,882
15,901
16,906
17,907
18,909
19,923
20,966
21,975
22,980
23,1023
24,1024
25,1036
26,1053
27,1063
28,1064
29,1082
30,1084
31,1093
32,1096
33,1110
34,1115
35,1118
36,1142
37,1153
38,1159
39,1160
40,1163
41,1171
42,1176
43,1177
44,1181
45,1183
46,1241
47,1243
48,1244
49,1275
50,1284
51,1289
52,1292
53,1317
54,1321
55,1323
56,1334
57,1348
58,1349
59,1362
60,1392
61,1394
62,1398
63,1412
