SNR,Throught
-2.5, 0
-2, 0.0141071
-1.5, 0.150089
-1, 0.443196
-0.5, 0.555036
0, 0.56375
0.5, 0.563964
1, 0.564179
1.5, 0.564286
2, 0.564286
