SNR,Throught
-3, 2.77778e-06
-2.75, 0.000250004
-2.5, 0.00230795
-2.25, 0.0137174
-2 ,0.0646583
-1.75 ,0.164611
-1.5 ,0.311165
-1.25 ,0.425621
-1 ,0.490729
-0.75 ,0.511142
-0.5 ,0.514647
-0.25 ,0.515231
0 ,0.515337
0.25 ,0.515337
0.5 ,0.515337
0.75 ,0.515337
1, 0.515337
1.25, 0.515337
1.5, 0.515337
1.75, 0.515337
2, 0.515337
2.25, 0.515337
2.5, 0.515337
2.75, 0.515337
3, 0.515337
