SNR,Throught
-3, 0.0293515
-2.75, 0.0540867
-2.5, 0.103703
-2.25, 0.177486
-2, 0.296239
-1.75, 0.413641
-1.5, 0.485914
-1.25, 0.510557
-1, 0.514741
-0.75, 0.515205
-0.5, 0.515329
-0.25, 0.515337
0, 0.515337
0.25, 0.515337
0.5, 0.515337
0.75, 0.515337
1, 0.515337
1.25, 0.515337
1.5, 0.515337
1.75, 0.515337
2, 0.515337
2.25, 0.515337
2.5, 0.515337
2.75, 0.515337
3, 0.515337
3.25, 0.515337
3.5, 0.515337
3.75, 0.515337
4, 0.515337
4.25, 0.515337
4.5, 0.515337
4.75, 0.515337
5, 0.515337
