Extra_VNs,Payload_VNs
1,1
2,2
3,10
4,19
5,24
6,38
7,43
8,48
9,54
10,61
11,70
12,73
13,79
14,85
15,90
16,100
17,118
18,121
19,127
20,129
21,130
22,136
23,153
24,154
25,158
26,160
27,161
28,162
29,164
30,165
31,166
32,174
