SNR,Throught
-2, 0.0502364
-1.75, 0.16354
-1.5, 0.292373
-1.25, 0.42822
-1, 0.507887
-0.75, 0.540721
-0.5, 0.548019
-0.25, 0.549898
0, 0.550228
0.25, 0.550265
0.5, 0.550265
0.75, 0.550265
1, 0.550265
1.25, 0.550265
1.5, 0.550265
1.75, 0.550265
2, 0.550265
2.25, 0.550265
2.5, 0.550265
