SNR,Throught
-3, 0.000208333
-2.75, 0.000555556
-2.5, 0.0109722
-2.25, 0.0367525
-2, 0.103503
-1.75, 0.271326
-1.5, 0.436131
-1.25, 0.498778
-1, 0.498863
-0.75, 0.514602
-0.5, 0.514524
-0.25, 0.514602
0, 0.514602
0.25, 0.514602
0.5, 0.514602
0.75, 0.514602
1, 0.514602
1.25, 0.514602
1.5, 0.514602
1.75, 0.514602
2, 0.514602
