SNR,Throught
-2,0
-1.75,0.0109524
-1.5,0.0438095
-1.25,0.131429
-1,0.295996
-0.75,0.434273
-0.5,0.508998
-0.25,0.553323
0,0.586735
0.25,0.595855
0.5,0.603358
0.75,0.605263
1,0.605263
1.25,0.605263
1.5,0.605263
1.75,0.605263
2,0.605263
