SNR,Throught
-2, 0.140227
-1.75, 0.368359
-1.5, 0.489505
-1.25, 0.527307
-1, 0.536123
-0.75, 0.537534
-0.5, 0.537736
-0.25, 0.537736
0, 0.537736
0.25, 0.537736
0.5, 0.537736
0.75, 0.537736
1, 0.537736
1.25, 0.537736
1.5, 0.537736
1.75, 0.537736
2, 0.537736
