SNR,Throught
-4.5, 0
-4, 0
-3.5, 0
-3, 0.00733333
-2.5, 0.106333
-2, 0.289667
-1.5, 0.363
-1, 0.366667
-0.5, 0.366667
0, 0.37037
0.5, 0.433925
1, 0.643275
1.5, 0.705128
2, 0.733333
2.5, 0.733333
3, 0.733333
3.5, 0.733333
4, 0.733333
