SNR, Throughput
-2, 0.170319
-1.75, 0.241509
-1.5, 0.402036
-1.25, 0.488629
-1, 0.51715
-0.75, 0.532623
-0.5, 0.533333
-0.25, 0.533333
0, 0.533333
0.25, 0.533333
0.5, 0.533333
0.75, 0.533333
1, 0.533333
1.25, 0.533333
1.5, 0.533333
1.75, 0.533333
2, 0.533333
