SNR, Throughput
-6, 0
-5.5, 0.00333345
-5, 0.0655299
-4.5, 0.257003
-4, 0.341117
-3.5, 0.345098
-3, 0.345098
-2.5, 0.345098
-2, 0.345098
-1.5, 0.345098
-1, 0.345098
-0.5, 0.345098
0, 0.345098
0.5, 0.345098
1, 0.345098
1.5, 0.345098
2, 0.345098
2.5, 0.345098
3, 0.345098
