SNR,Throught
-4, 0.0733333
-3.5, 0.260333
-3, 0.355667
-2.5, 0.366667
-2, 0.368488
-1.5, 0.371827
-1, 0.372435
-0.5, 0.376077
0, 0.382149
0.5, 0.441791
1, 0.638465
1.5, 0.733333
2, 0.733333
2.5, 0.733333
3, 0.733333
3.5, 0.733333
4, 0.733333
4.5, 0.733333
5, 0.733333
5.5, 0.733333
6, 0.733333
