Extra_VNs,Payload_VNs
3,722
5,397
6,31
8,361
10,821
11,673
14,430
15,152
16,823
18,584
22,467
23,429
29,56
30,561
31,18
35,73
37,457
43,141
44,668
46,739
47,628
48,173
49,362
51,626
54,835
55,649
56,793
57,458
58,441
60,822
62,79
64,128
68,170
69,395
70,829
76,806
78,58
79,405
81,513
82,425
83,650
84,616
86,272
89,427
91,16
92,973
93,156
95,102
